<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,Source
^_HK,D,20180502,0,837.36,839.68,837.36,839.68,10681155691.0,0,^_hk.txt
^_HK,D,20180503,0,835.75,839.24,835.75,839.24,11064730564.0,0,^_hk.txt
^_HK,D,20180504,0,837.39,837.39,836.96,836.96,10569608805.0,0,^_hk.txt
^_HK,D,20180507,0,836.03,838.37,836.03,838.37,10348244323.0,0,^_hk.txt
^_HK,D,20180508,0,837.58,841.94,837.58,841.94,9872150318.0,0,^_hk.txt
^_HK,D,20180509,0,840.98,843.85,840.98,843.85,9170139047.0,0,^_hk.txt
^_HK,D,20180510,0,844.24,847.79,844.24,847.79,9351585341.0,0,^_hk.txt
^_HK,D,20180511,0,847.38,848.49,847.38,848.49,11393997739.0,0,^_hk.txt
^_HK,D,20180514,0,849.22,852.47,849.22,852.47,10698367973.0,0,^_hk.txt
^_HK,D,20180515,0,851.41,851.53,851.41,851.53,13236921744.0,0,^_hk.txt
^_HK,D,20180516,0,847.88,850.58,847.88,850.58,13992626276.0,0,^_hk.txt
^_HK,D,20180517,0,849.66,850.09,849.66,850.09,15220879768.0,0,^_hk.txt
^_HK,D,20180518,0,849.54,854.5,849.54,854.5,14170587021.0,0,^_hk.txt
^_HK,D,20180521,0,854.99,856.16,854.99,856.16,20449858903.0,0,^_hk.txt
^_HK,D,20180523,0,854.55,854.55,852.86,852.86,16351066339.0,0,^_hk.txt
^_HK,D,20180524,0,852.44,855.19,852.44,855.19,17630129443.0,0,^_hk.txt
^_HK,D,20180525,0,852.78,852.8,852.78,852.8,20692048305.0,0,^_hk.txt
^_HK,D,20180529,0,850.25,850.25,845.98,845.98,14774040846.0,0,^_hk.txt
^_HK,D,20180530,0,836.96,838.64,836.96,838.64,14541828949.0,0,^_hk.txt
^_HK,D,20180531,0,841.17,846.35,841.17,846.35,27617752625.0,0,^_hk.txt
^_HK,D,20180601,0,843.58,844.75,843.58,844.75,14475038239.0,0,^_hk.txt
^_HK,D,20180604,0,844.32,848.34,844.32,848.34,13147829629.0,0,^_hk.txt
^_HK,D,20180605,0,846.03,848.36,846.03,848.36,12694877216.0,0,^_hk.txt
^_HK,D,20180606,0,847.39,850.3,847.39,850.3,10777722330.0,0,^_hk.txt
^_HK,D,20180607,0,850.82,851.07,850.82,851.07,12593457249.0,0,^_hk.txt
^_HK,D,20180608,0,849.29,849.29,847.48,847.48,10730990956.0,0,^_hk.txt
^_HK,D,20180611,0,846.3,848.07,846.3,848.07,10108975230.0,0,^_hk.txt
^_HK,D,20180612,0,845.83,848.64,845.83,848.64,11084479953.0,0,^_hk.txt
^_HK,D,20180613,0,845.97,845.97,845.61,845.61,10927683341.0,0,^_hk.txt
^_HK,D,20180614,0,842.13,842.13,840.45,840.45,13239137520.0,0,^_hk.txt
^_HK,D,20180615,0,837.89,837.89,835.75,835.75,16996060642.0,0,^_hk.txt
^_HK,D,20180619,0,825.73,825.73,810.35,810.35,17189565128.0,0,^_hk.txt
^_HK,D,20180620,0,809.2,814.84,809.2,814.84,11383053513.0,0,^_hk.txt
^_HK,D,20180621,0,813.74,813.74,808.93,808.93,10734970754.0,0,^_hk.txt
^_HK,D,20180622,0,804.8,810.44,804.8,810.44,11815964588.0,0,^_hk.txt
^_HK,D,20180626,0,802.74,802.74,801.78,801.78,15087859450.0,0,^_hk.txt
^_HK,D,20180627,0,798.53,798.53,785.69,785.69,14282120457.0,0,^_hk.txt
^_HK,D,20180628,0,781.86,782.57,781.86,782.57,14266978261.0,0,^_hk.txt
^_HK,D,20180703,0,773.13,773.13,769.57,769.57,15294678675.0,0,^_hk.txt
^_HK,D,20180704,0,766.5,766.5,761.04,761.04,10377915108.0,0,^_hk.txt
^_HK,D,20180705,0,757.0,757.0,751.5,751.5,12358552821.0,0,^_hk.txt
^_HK,D,20180706,0,749.98,750.42,749.98,750.42,12141842946.0,0,^_hk.txt
^_HK,D,20180709,0,751.99,758.12,751.99,758.12,10541071656.0,0,^_hk.txt
^_HK,D,20180710,0,757.0,757.1,757.0,757.1,10455353606.0,0,^_hk.txt
^_HK,D,20180711,0,747.04,747.59,747.04,747.59,10606502134.0,0,^_hk.txt
^_HK,D,20180712,0,745.25,755.03,745.25,755.03,10835960368.0,0,^_hk.txt
^_HK,D,20180713,0,755.18,757.06,755.18,757.06,10893145451.0,0,^_hk.txt
^_HK,D,20180716,0,755.0,755.0,754.52,754.52,11384517922.0,0,^_hk.txt
^_HK,D,20180717,0,750.89,751.24,750.89,751.24,9081392483.0,0,^_hk.txt
^_HK,D,20180718,0,751.02,753.29,751.02,753.29,9676896931.0,0,^_hk.txt
^_HK,D,20180719,0,753.02,753.02,750.66,750.66,11136311038.0,0,^_hk.txt
^_HK,D,20180720,0,746.59,750.9,746.59,750.9,12370347092.0,0,^_hk.txt
^_HK,D,20180724,0,750.4,757.83,750.4,757.83,14067733120.0,0,^_hk.txt
^_HK,D,20180725,0,758.98,761.87,758.98,761.87,11800159034.0,0,^_hk.txt
^_HK,D,20180726,0,761.18,761.56,761.18,761.56,12492578035.0,0,^_hk.txt
^_HK,D,20180727,0,759.38,762.41,759.38,762.41,9484075279.0,0,^_hk.txt
^_HK,D,20180730,0,759.13,759.13,757.54,757.54,8808610670.0,0,^_hk.txt
^_HK,D,20180731,0,754.83,754.83,754.11,754.11,9632041507.0,0,^_hk.txt
^_HK,D,20180801,0,754.25,754.25,751.39,751.39,10118109163.0,0,^_hk.txt
^_HK,D,20180802,0,746.12,746.12,739.36,739.36,11078184263.0,0,^_hk.txt
^_HK,D,20180806,0,737.53,737.53,733.55,733.55,9226527709.0,0,^_hk.txt
^_HK,D,20180807,0,733.57,739.96,733.57,739.96,9490921202.0,0,^_hk.txt
^_HK,D,20180809,0,738.73,745.58,738.73,745.58,10876741665.0,0,^_hk.txt
^_HK,D,20180810,0,744.02,744.67,744.02,744.67,10506033863.0,0,^_hk.txt
^_HK,D,20180813,0,736.28,736.28,735.03,735.03,10502219057.0,0,^_hk.txt
^_HK,D,20180814,0,731.04,731.04,728.66,728.66,11380980825.0,0,^_hk.txt
^_HK,D,20180815,0,724.3,724.3,715.09,715.09,13348880693.0,0,^_hk.txt
^_HK,D,20180816,0,707.11,710.81,707.11,710.81,11366548767.0,0,^_hk.txt
^_HK,D,20180817,0,712.78,712.78,710.07,710.07,9424663966.0,0,^_hk.txt
^_HK,D,20180821,0,709.89,718.49,709.89,718.49,11206074908.0,0,^_hk.txt
^_HK,D,20180822,0,716.92,718.77,716.92,718.77,12244981034.0,0,^_hk.txt
^_HK,D,20180823,0,717.29,718.53,717.29,718.53,8657447624.0,0,^_hk.txt
^_HK,D,20180824,0,714.19,716.91,714.19,716.91,9151241101.0,0,^_hk.txt
^_HK,D,20180827,0,717.92,722.06,717.92,722.06,10914991824.0,0,^_hk.txt
^_HK,D,20180828,0,721.27,721.27,720.24,720.24,9477683994.0,0,^_hk.txt
^_HK,D,20180829,0,718.34,720.29,718.34,720.29,9536248343.0,0,^_hk.txt
^_HK,D,20180830,0,720.75,720.75,718.09,718.09,10147658925.0,0,^_hk.txt
^_HK,D,20180831,0,712.48,714.91,712.48,714.91,11688202630.0,0,^_hk.txt
^_HK,D,20180903,0,712.29,712.29,709.11,709.11,10144269996.0,0,^_hk.txt
^_HK,D,20180904,0,706.19,713.2,706.19,713.2,10260392922.0,0,^_hk.txt
^_HK,D,20180905,0,709.47,709.47,703.61,703.61,12460197548.0,0,^_hk.txt
^_HK,D,20180906,0,699.48,699.48,696.43,696.43,12023425808.0,0,^_hk.txt
^_HK,D,20180907,0,695.44,695.97,695.44,695.97,13088651054.0,0,^_hk.txt
^_HK,D,20180910,0,690.8,690.8,685.25,685.25,10299813025.0,0,^_hk.txt
^_HK,D,20180911,0,681.84,681.84,679.14,679.14,9472995400.0,0,^_hk.txt
^_HK,D,20180912,0,676.94,676.94,675.14,675.14,10119082119.0,0,^_hk.txt
^_HK,D,20180913,0,678.07,682.38,678.07,682.38,10976111366.0,0,^_hk.txt
^_HK,D,20180914,0,682.22,684.56,682.22,684.56,9203830833.0,0,^_hk.txt
^_HK,D,20180917,0,680.54,680.64,680.54,680.64,6087738771.0,0,^_hk.txt
^_HK,D,20180918,0,677.38,683.31,677.38,683.31,10411808248.0,0,^_hk.txt
^_HK,D,20180919,0,683.97,689.74,683.97,689.74,9947924013.0,0,^_hk.txt
^_HK,D,20180920,0,690.24,690.65,690.24,690.65,7782257881.0,0,^_hk.txt
^_HK,D,20180921,0,692.44,698.04,692.44,698.04,14303260604.0,0,^_hk.txt
^_HK,D,20180924,0,694.75,694.75,692.93,692.93,6653973179.0,0,^_hk.txt
^_HK,D,20180926,0,691.13,692.69,691.13,692.69,10291862893.0,0,^_hk.txt
^_HK,D,20180927,0,690.89,690.89,690.56,690.56,7473242363.0,0,^_hk.txt
^_HK,D,20181002,0,687.88,687.88,683.1,683.1,8862264619.0,0,^_hk.txt
^_HK,D,20181003,0,681.67,684.52,681.67,684.52,6730323294.0,0,^_hk.txt
^_HK,D,20181004,0,681.22,681.22,679.36,679.36,7700712706.0,0,^_hk.txt
^_HK,D,20181005,0,674.52,675.33,674.52,675.33,7463491006.0,0,^_hk.txt
^_HK,D,20181008,0,672.26,672.26,664.62,664.62,9763599406.0,0,^_hk.txt
^_HK,D,20181009,0,660.99,662.3,660.99,662.3,8336068958.0,0,^_hk.txt
^_HK,D,20181010,0,660.8,660.8,660.19,660.19,11144352283.0,0,^_hk.txt
^_HK,D,20181011,0,641.16,641.16,633.12,633.12,14793509367.0,0,^_hk.txt
^_HK,D,20181016,0,633.09,633.09,631.98,631.98,7678900778.0,0,^_hk.txt
^_HK,D,20181018,0,632.02,632.02,629.9,629.9,8705095518.0,0,^_hk.txt
^_HK,D,20181019,0,625.99,631.58,625.99,631.58,11164421032.0,0,^_hk.txt
^_HK,D,20181022,0,632.79,640.1,632.79,640.1,10797593240.0,0,^_hk.txt
^_HK,D,20181023,0,635.61,635.61,629.05,629.05,8970323787.0,0,^_hk.txt
^_HK,D,20181024,0,626.85,626.86,626.85,626.86,9433145557.0,0,^_hk.txt
^_HK,D,20181025,0,616.83,620.93,616.83,620.93,9335312784.0,0,^_hk.txt
^_HK,D,20181026,0,620.28,620.28,618.58,618.58,8631524279.0,0,^_hk.txt
^_HK,D,20181029,0,616.58,616.58,614.43,614.43,8108001880.0,0,^_hk.txt
^_HK,D,20181030,0,611.29,612.2,611.29,612.2,9144651579.0,0,^_hk.txt
^_HK,D,20181031,0,614.41,619.2,614.41,619.2,10119629546.0,0,^_hk.txt
^_HK,D,20181101,0,621.51,624.74,621.51,624.74,10567669047.0,0,^_hk.txt
^_HK,D,20181102,0,631.11,638.97,631.11,638.97,14435303189.0,0,^_hk.txt
^_HK,D,20181105,0,633.69,633.86,633.69,633.86,8867390348.0,0,^_hk.txt
^_HK,D,20181106,0,633.78,636.84,633.78,636.84,7839240821.0,0,^_hk.txt
^_HK,D,20181107,0,635.98,638.44,635.98,638.44,9540682021.0,0,^_hk.txt
^_HK,D,20181108,0,642.78,642.78,640.61,640.61,9957108106.0,0,^_hk.txt
^_HK,D,20181113,0,634.59,642.41,634.59,642.41,8832201315.0,0,^_hk.txt
^_HK,D,20181114,0,641.99,642.81,641.99,642.81,8563261643.0,0,^_hk.txt
^_HK,D,20181115,0,643.52,644.83,643.52,644.83,17048391843.0,0,^_hk.txt
^_HK,D,20181116,0,643.11,646.03,643.11,646.03,11180314936.0,0,^_hk.txt
^_HK,D,20181119,0,644.73,648.61,644.73,648.61,9081101011.0,0,^_hk.txt
^_HK,D,20181120,0,643.0,643.03,643.0,643.03,10706417659.0,0,^_hk.txt
^_HK,D,20181121,0,638.66,645.31,638.66,645.31,9617785585.0,0,^_hk.txt
^_HK,D,20181122,0,645.42,646.22,645.42,646.22,8467443064.0,0,^_hk.txt
^_HK,D,20181123,0,644.72,644.72,643.07,643.07,7466360185.0,0,^_hk.txt
^_HK,D,20181126,0,640.74,643.34,640.74,643.34,8131481150.0,0,^_hk.txt
^_HK,D,20181127,0,641.78,642.43,641.78,642.43,8144269434.0,0,^_hk.txt
^_HK,D,20181128,0,642.13,646.5,642.13,646.5,11018002272.0,0,^_hk.txt
^_HK,D,20181129,0,646.94,646.94,644.22,644.22,10225577532.0,0,^_hk.txt
^_HK,D,20181130,0,643.82,645.44,643.82,645.44,13909628530.0,0,^_hk.txt
^_HK,D,20181203,0,650.37,651.43,650.37,651.43,13302375394.0,0,^_hk.txt
^_HK,D,20181204,0,649.53,652.55,649.53,652.55,10716476461.0,0,^_hk.txt
^_HK,D,20181205,0,645.45,647.93,645.45,647.93,9947062982.0,0,^_hk.txt
^_HK,D,20181206,0,643.53,643.53,639.23,639.23,10321742364.0,0,^_hk.txt
^_HK,D,20181207,0,638.11,638.11,637.12,637.12,11276705978.0,0,^_hk.txt
^_HK,D,20181210,0,632.47,632.47,631.08,631.08,9590698847.0,0,^_hk.txt
^_HK,D,20181211,0,629.77,632.62,629.77,632.62,9609222349.0,0,^_hk.txt
^_HK,D,20181212,0,633.03,634.01,633.03,634.01,10071489109.0,0,^_hk.txt
^_HK,D,20181213,0,635.04,638.46,635.04,638.46,10120136957.0,0,^_hk.txt
^_HK,D,20181214,0,635.26,635.26,633.93,633.93,8806731602.0,0,^_hk.txt
^_HK,D,20181217,0,631.11,632.23,631.11,632.23,8290869391.0,0,^_hk.txt
^_HK,D,20181218,0,628.23,628.23,627.82,627.82,9483562853.0,0,^_hk.txt
^_HK,D,20181219,0,626.26,626.87,626.26,626.87,9548040527.0,0,^_hk.txt
^_HK,D,20181220,0,624.11,624.11,623.03,623.03,10557599680.0,0,^_hk.txt
^_HK,D,20181221,0,618.7,619.48,618.7,619.48,10955678670.0,0,^_hk.txt
^_HK,D,20181224,0,617.21,619.32,617.21,619.32,4257652442.0,0,^_hk.txt
^_HK,D,20181227,0,618.18,618.18,616.59,616.59,7412467922.0,0,^_hk.txt
^_HK,D,20181228,0,615.54,618.95,615.54,618.95,6609549609.0,0,^_hk.txt
^_HK,D,20181231,0,619.16,625.57,619.16,625.57,4595144518.0,0,^_hk.txt
^_HK,D,20190102,0,621.63,621.63,616.53,616.53,8124328039.0,0,^_hk.txt
^_HK,D,20190103,0,614.1,614.1,612.79,612.79,7541266696.0,0,^_hk.txt
^_HK,D,20190104,0,609.24,615.25,609.24,615.25,8122198454.0,0,^_hk.txt
^_HK,D,20190107,0,616.82,618.31,616.82,618.31,7772783372.0,0,^_hk.txt
^_HK,D,20190108,0,617.18,618.44,617.18,618.44,7891264479.0,0,^_hk.txt
^_HK,D,20190109,0,619.2,621.51,619.2,621.51,11453342700.0,0,^_hk.txt
^_HK,D,20190110,0,620.32,622.74,620.32,622.74,9855842615.0,0,^_hk.txt
^_HK,D,20190111,0,622.25,624.38,622.25,624.38,8886214179.0,0,^_hk.txt
^_HK,D,20190114,0,622.37,622.37,620.97,620.97,6884617131.0,0,^_hk.txt
^_HK,D,20190115,0,620.68,624.62,620.68,624.62,9130291361.0,0,^_hk.txt
^_HK,D,20190116,0,623.13,626.07,623.13,626.07,9628529493.0,0,^_hk.txt
^_HK,D,20190117,0,624.59,624.59,622.53,622.53,12664892907.0,0,^_hk.txt
^_HK,D,20190118,0,622.25,625.41,622.25,625.41,12831405776.0,0,^_hk.txt
^_HK,D,20190121,0,625.02,626.98,625.02,626.98,9228083584.0,0,^_hk.txt
^_HK,D,20190122,0,624.86,624.86,624.85,624.85,8012363806.0,0,^_hk.txt
^_HK,D,20190123,0,622.33,625.71,622.33,625.71,9680468046.0,0,^_hk.txt
^_HK,D,20190124,0,624.2,627.6,624.2,627.6,8958941038.0,0,^_hk.txt
^_HK,D,20190125,0,627.16,630.68,627.16,630.68,10459879489.0,0,^_hk.txt
^_HK,D,20190128,0,630.18,630.29,630.18,630.29,9097735207.0,0,^_hk.txt
^_HK,D,20190129,0,627.36,630.83,627.36,630.83,9392812442.0,0,^_hk.txt
^_HK,D,20190130,0,629.39,631.47,629.39,631.47,10958823363.0,0,^_hk.txt
^_HK,D,20190131,0,632.46,636.0,632.46,636.0,12137851256.0,0,^_hk.txt
^_HK,D,20190201,0,636.15,639.1,636.15,639.1,10301926710.0,0,^_hk.txt
^_HK,D,20190204,0,639.14,643.09,639.14,643.09,4280815663.0,0,^_hk.txt
^_HK,D,20190208,0,641.03,645.56,641.03,645.56,9246619568.0,0,^_hk.txt
^_HK,D,20190211,0,643.41,646.84,643.41,646.84,9391547661.0,0,^_hk.txt
^_HK,D,20190212,0,645.89,648.25,645.89,648.25,11160980470.0,0,^_hk.txt
^_HK,D,20190213,0,648.34,653.52,648.34,653.52,12933530666.0,0,^_hk.txt
^_HK,D,20190214,0,652.05,654.53,652.05,654.53,12900644785.0,0,^_hk.txt
^_HK,D,20190215,0,651.06,651.06,648.7,648.7,11494004947.0,0,^_hk.txt
^_HK,D,20190218,0,649.75,654.4,649.75,654.4,12136563038.0,0,^_hk.txt
^_HK,D,20190219,0,653.54,653.54,653.37,653.37,10725968772.0,0,^_hk.txt
^_HK,D,20190220,0,653.41,656.91,653.41,656.91,13207836762.0,0,^_hk.txt
^_HK,D,20190221,0,656.92,660.45,656.92,660.45,13309892837.0,0,^_hk.txt
^_HK,D,20190222,0,659.13,665.76,659.13,665.76,13861232206.0,0,^_hk.txt
^_HK,D,20190225,0,665.83,670.11,665.83,670.11,20582359925.0,0,^_hk.txt
^_HK,D,20190226,0,669.11,669.82,669.11,669.82,16637184004.0,0,^_hk.txt
^_HK,D,20190227,0,669.2,669.2,667.51,667.51,15255359875.0,0,^_hk.txt
^_HK,D,20190228,0,666.31,667.15,666.31,667.15,14724797257.0,0,^_hk.txt
^_HK,D,20190301,0,666.28,672.18,666.28,672.18,12790651993.0,0,^_hk.txt
^_HK,D,20190304,0,672.48,677.09,672.48,677.09,17070552863.0,0,^_hk.txt
^_HK,D,20190305,0,673.92,678.4,673.92,678.4,13822422991.0,0,^_hk.txt
^_HK,D,20190306,0,677.53,680.59,677.53,680.59,13906576179.0,0,^_hk.txt
^_HK,D,20190307,0,679.16,679.16,678.18,678.18,12656921862.0,0,^_hk.txt
^_HK,D,20190308,0,672.31,672.31,668.63,668.63,16789864587.0,0,^_hk.txt
^_HK,D,20190311,0,667.73,673.48,667.73,673.48,14390542245.0,0,^_hk.txt
^_HK,D,20190312,0,674.19,677.24,674.19,677.24,13201743287.0,0,^_hk.txt
^_HK,D,20190313,0,675.82,676.94,675.82,676.94,12094081738.0,0,^_hk.txt
^_HK,D,20190314,0,675.81,675.81,674.86,674.86,13606971685.0,0,^_hk.txt
^_HK,D,20190315,0,673.51,676.89,673.51,676.89,17122247648.0,0,^_hk.txt
^_HK,D,20190318,0,675.58,678.98,675.58,678.98,13823124848.0,0,^_hk.txt
^_HK,D,20190319,0,678.01,679.07,678.01,679.07,11779673456.0,0,^_hk.txt
^_HK,D,20190320,0,676.75,676.75,675.96,675.96,14878888876.0,0,^_hk.txt
^_HK,D,20190321,0,674.03,674.03,673.91,673.91,11799411903.0,0,^_hk.txt
^_HK,D,20190322,0,672.81,674.76,672.81,674.76,10709558775.0,0,^_hk.txt
^_HK,D,20190325,0,666.87,668.13,666.87,668.13,13012219259.0,0,^_hk.txt
^_HK,D,20190326,0,668.19,668.61,668.19,668.61,9941528974.0,0,^_hk.txt
^_HK,D,20190327,0,667.85,671.26,667.85,671.26,13640466605.0,0,^_hk.txt
^_HK,D,20190328,0,669.4,670.16,669.4,670.16,12524832265.0,0,^_hk.txt
^_HK,D,20190329,0,669.61,673.09,669.61,673.09,15174999367.0,0,^_hk.txt
^_HK,D,20190401,0,673.79,676.35,673.79,676.35,14725051746.0,0,^_hk.txt
^_HK,D,20190402,0,676.09,678.74,676.09,678.74,13029024711.0,0,^_hk.txt
^_HK,D,20190403,0,677.03,681.14,677.03,681.14,14729345239.0,0,^_hk.txt
^_HK,D,20190404,0,680.42,682.11,680.42,682.11,12721650109.0,0,^_hk.txt
^_HK,D,20190408,0,681.67,682.54,681.67,682.54,13874458849.0,0,^_hk.txt
^_HK,D,20190409,0,680.88,684.22,680.88,684.22,16001709841.0,0,^_hk.txt
^_HK,D,20190410,0,681.13,685.08,681.13,685.08,14621421806.0,0,^_hk.txt
^_HK,D,20190411,0,683.94,683.94,680.98,680.98,14527564459.0,0,^_hk.txt
^_HK,D,20190412,0,679.52,681.36,679.52,681.36,13756266512.0,0,^_hk.txt
^_HK,D,20190415,0,682.05,682.05,679.86,679.86,12534971831.0,0,^_hk.txt
^_HK,D,20190416,0,678.12,680.88,678.12,680.88,13739101218.0,0,^_hk.txt
^_HK,D,20190417,0,680.72,681.47,680.72,681.47,11964532818.0,0,^_hk.txt
^_HK,D,20190418,0,679.37,679.61,679.37,679.61,12481637924.0,0,^_hk.txt
^_HK,D,20190423,0,676.15,676.15,676.04,676.04,13939099892.0,0,^_hk.txt
^_HK,D,20190424,0,675.58,675.58,674.68,674.68,11871451205.0,0,^_hk.txt
^_HK,D,20190425,0,672.6,672.6,668.4,668.4,12545639779.0,0,^_hk.txt
^_HK,D,20190426,0,666.57,667.19,666.57,667.19,11307272813.0,0,^_hk.txt
^_HK,D,20190429,0,665.99,666.88,665.99,666.88,8452776413.0,0,^_hk.txt
^_HK,D,20190430,0,664.99,667.03,664.99,667.03,9076683769.0,0,^_hk.txt
^_HK,D,20190502,0,664.55,667.1,664.55,667.1,7775786229.0,0,^_hk.txt
^_HK,D,20190503,0,665.11,667.75,665.11,667.75,7219358171.0,0,^_hk.txt
^_HK,D,20190506,0,654.93,654.93,649.31,649.31,14529189849.0,0,^_hk.txt
^_HK,D,20190507,0,650.37,651.89,650.37,651.89,10291000488.0,0,^_hk.txt
^_HK,D,20190508,0,644.82,645.37,644.82,645.37,9928658816.0,0,^_hk.txt
^_HK,D,20190509,0,641.76,641.76,635.28,635.28,12339715040.0,0,^_hk.txt
^_HK,D,20190510,0,637.79,640.78,637.79,640.78,11401888423.0,0,^_hk.txt
^_HK,D,20190514,0,629.88,631.27,629.88,631.27,11576208619.0,0,^_hk.txt
^_HK,D,20190515,0,632.19,634.7,632.19,634.7,9554843221.0,0,^_hk.txt
^_HK,D,20190516,0,634.02,635.44,634.02,635.44,9050585227.0,0,^_hk.txt
^_HK,D,20190517,0,634.05,634.05,629.31,629.31,10257437754.0,0,^_hk.txt
^_HK,D,20190520,0,626.62,626.62,620.91,620.91,11382700159.0,0,^_hk.txt
^_HK,D,20190521,0,618.99,621.65,618.99,621.65,10934938036.0,0,^_hk.txt
^_HK,D,20190522,0,622.06,623.05,622.06,623.05,8813846544.0,0,^_hk.txt
^_HK,D,20190523,0,618.79,618.79,615.21,615.21,10206795788.0,0,^_hk.txt
^_HK,D,20190524,0,614.1,615.84,614.1,615.84,8688902996.0,0,^_hk.txt
^_HK,D,20190527,0,613.33,614.36,613.33,614.36,10405786841.0,0,^_hk.txt
^_HK,D,20190528,0,612.89,616.69,612.89,616.69,15235263714.0,0,^_hk.txt
^_HK,D,20190529,0,614.91,615.63,614.91,615.63,10400853359.0,0,^_hk.txt
^_HK,D,20190530,0,613.76,614.91,613.76,614.91,7965684065.0,0,^_hk.txt
^_HK,D,20190531,0,613.62,614.47,613.62,614.47,10093842517.0,0,^_hk.txt
^_HK,D,20190603,0,612.28,612.28,611.55,611.55,9349892786.0,0,^_hk.txt
^_HK,D,20190604,0,609.85,609.85,607.64,607.64,8850197240.0,0,^_hk.txt
^_HK,D,20190605,0,609.68,609.68,608.48,608.48,10356823837.0,0,^_hk.txt
^_HK,D,20190606,0,606.7,607.12,606.7,607.12,8422173762.0,0,^_hk.txt
^_HK,D,20190610,0,607.32,611.3,607.32,611.3,9577238928.0,0,^_hk.txt
^_HK,D,20190611,0,611.16,615.02,611.16,615.02,10915192045.0,0,^_hk.txt
^_HK,D,20190612,0,610.86,610.86,608.94,608.94,10040942436.0,0,^_hk.txt
^_HK,D,20190613,0,606.36,608.78,606.36,608.78,8743561085.0,0,^_hk.txt
^_HK,D,20190614,0,607.16,607.16,606.04,606.04,9672173597.0,0,^_hk.txt
^_HK,D,20190617,0,604.59,605.99,604.59,605.99,8091791975.0,0,^_hk.txt
^_HK,D,20190618,0,604.71,606.32,604.71,606.32,8997474042.0,0,^_hk.txt
^_HK,D,20190619,0,609.46,611.31,609.46,611.31,10728418632.0,0,^_hk.txt
^_HK,D,20190620,0,610.69,615.07,610.69,615.07,10854347219.0,0,^_hk.txt
^_HK,D,20190621,0,614.61,614.61,614.47,614.47,13115688417.0,0,^_hk.txt
^_HK,D,20190624,0,612.47,614.29,612.47,614.29,8649312213.0,0,^_hk.txt
^_HK,D,20190625,0,612.5,612.5,610.61,610.61,9409317269.0,0,^_hk.txt
^_HK,D,20190626,0,607.79,610.95,607.79,610.95,7836526275.0,0,^_hk.txt
^_HK,D,20190627,0,610.48,613.96,610.48,613.96,9124125082.0,0,^_hk.txt
^_HK,D,20190628,0,612.29,614.34,612.29,614.34,9744239877.0,0,^_hk.txt
^_HK,D,20190702,0,616.59,617.62,616.59,617.62,12388460489.0,0,^_hk.txt
^_HK,D,20190703,0,615.68,616.08,615.68,616.08,9656775773.0,0,^_hk.txt
^_HK,D,20190704,0,614.65,614.97,614.65,614.97,9186405344.0,0,^_hk.txt
^_HK,D,20190705,0,614.16,614.47,614.16,614.47,7806156591.0,0,^_hk.txt
^_HK,D,20190708,0,610.09,610.09,607.06,607.06,9762437952.0,0,^_hk.txt
^_HK,D,20190709,0,605.67,605.73,605.67,605.73,8048865181.0,0,^_hk.txt
^_HK,D,20190710,0,605.29,607.39,605.29,607.39,8209284089.0,0,^_hk.txt
^_HK,D,20190711,0,607.52,609.24,607.52,609.24,8769916740.0,0,^_hk.txt
^_HK,D,20190712,0,607.61,608.0,607.61,608.0,11659618981.0,0,^_hk.txt
^_HK,D,20190715,0,605.65,607.81,605.65,607.81,9158477625.0,0,^_hk.txt
^_HK,D,20190716,0,606.68,608.4,606.68,608.4,9167314507.0,0,^_hk.txt
^_HK,D,20190717,0,605.56,607.66,605.56,607.66,8069042572.0,0,^_hk.txt
^_HK,D,20190718,0,605.26,606.74,605.26,606.74,12607493010.0,0,^_hk.txt
^_HK,D,20190719,0,605.77,609.2,605.77,609.2,13746263634.0,0,^_hk.txt
^_HK,D,20190722,0,606.65,606.65,604.84,604.84,10415418150.0,0,^_hk.txt
^_HK,D,20190723,0,603.85,605.63,603.85,605.63,9136238613.0,0,^_hk.txt
^_HK,D,20190724,0,604.66,606.25,604.66,606.25,10503526794.0,0,^_hk.txt
^_HK,D,20190725,0,604.42,607.47,604.42,607.47,11644351004.0,0,^_hk.txt
^_HK,D,20190726,0,605.4,605.78,605.4,605.78,11121125667.0,0,^_hk.txt
^_HK,D,20190729,0,603.17,603.17,601.18,601.18,9012018606.0,0,^_hk.txt
^_HK,D,20190730,0,600.24,601.98,600.24,601.98,8057094595.0,0,^_hk.txt
^_HK,D,20190731,0,598.7,599.11,598.7,599.11,6700318698.0,0,^_hk.txt
^_HK,D,20190801,0,595.58,596.19,595.58,596.19,10051479241.0,0,^_hk.txt
^_HK,D,20190802,0,586.54,586.54,585.37,585.37,13856808196.0,0,^_hk.txt
^_HK,D,20190805,0,577.11,577.11,570.94,570.94,12026084869.0,0,^_hk.txt
^_HK,D,20190806,0,559.7,563.58,559.7,563.58,13793534761.0,0,^_hk.txt
^_HK,D,20190807,0,564.39,566.31,564.39,566.31,9485507664.0,0,^_hk.txt
^_HK,D,20190808,0,566.38,569.86,566.38,569.86,9381838634.0,0,^_hk.txt
^_HK,D,20190809,0,569.34,569.34,567.86,567.86,8377635284.0,0,^_hk.txt
