Country,<TICKER>,<DATE>,<CLOSE>,<VOL>,Date,Year,Quarter,CountryID,IMF based exchange rate,Population,Currency,Per capita GNI,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Imports of goods and services,Gross National Income(GNI) in USD,Gross Domestic Product (GDP)
Poland,^_PL,19990630,171.17,9003218.0,1999-06-30,1999,1999Q2,616,3.967108333,38354956, Zloty ,4372,40963590188.0,137000000000.0,30396195382.0,51042720033.0,168000000000.0,170000000000.0
Poland,^_PL,19990930,147.74,5147839.0,1999-09-30,1999,1999Q3,616,3.967108333,38354956, Zloty ,4372,40963590188.0,137000000000.0,30396195382.0,51042720033.0,168000000000.0,170000000000.0
Poland,^_PL,19991229,194.58,8930484.0,1999-12-29,1999,1999Q4,616,3.967108333,38354956, Zloty ,4372,40963590188.0,137000000000.0,30396195382.0,51042720033.0,168000000000.0,170000000000.0
Poland,^_PL,20000331,218.98,8655131.0,2000-03-31,2000,2000Q1,616,4.346075,38504431, Zloty ,4454,46823858309.0,141000000000.0,31121644242.0,58004291228.0,172000000000.0,172000000000.0
Poland,^_PL,20000630,215.2,4358108.0,2000-06-30,2000,2000Q2,616,4.346075,38504431, Zloty ,4454,46823858309.0,141000000000.0,31121644242.0,58004291228.0,172000000000.0,172000000000.0
Poland,^_PL,20000929,200.31,5905578.0,2000-09-29,2000,2000Q3,616,4.346075,38504431, Zloty ,4454,46823858309.0,141000000000.0,31121644242.0,58004291228.0,172000000000.0,172000000000.0
Poland,^_PL,20001229,195.25,10074342.0,2000-12-29,2000,2000Q4,616,4.346075,38504431, Zloty ,4454,46823858309.0,141000000000.0,31121644242.0,58004291228.0,172000000000.0,172000000000.0
Poland,^_PL,20010330,164.77,5488782.0,2001-03-30,2001,2001Q1,616,4.0939,38662862, Zloty ,4922,51902098244.0,159000000000.0,35615672098.0,59122352769.0,190000000000.0,191000000000.0
Poland,^_PL,20010629,158.77,5055622.0,2001-06-29,2001,2001Q2,616,4.0939,38662862, Zloty ,4922,51902098244.0,159000000000.0,35615672098.0,59122352769.0,190000000000.0,191000000000.0
Poland,^_PL,20010928,137.34,6047742.0,2001-09-28,2001,2001Q3,616,4.0939,38662862, Zloty ,4922,51902098244.0,159000000000.0,35615672098.0,59122352769.0,190000000000.0,191000000000.0
Poland,^_PL,20011231,147.4,6421059.0,2001-12-31,2001,2001Q4,616,4.0939,38662862, Zloty ,4922,51902098244.0,159000000000.0,35615672098.0,59122352769.0,190000000000.0,191000000000.0
Poland,^_PL,20020328,141.33,5704475.0,2002-03-28,2002,2002Q1,616,4.080033333,38647476, Zloty ,5134,57159336934.0,170000000000.0,37100677282.0,64248494702.0,198000000000.0,199000000000.0
Poland,^_PL,20020628,132.37,8190510.0,2002-06-28,2002,2002Q2,616,4.080033333,38647476, Zloty ,5134,57159336934.0,170000000000.0,37100677282.0,64248494702.0,198000000000.0,199000000000.0
Poland,^_PL,20020930,116.2,7001610.0,2002-09-30,2002,2002Q3,616,4.080033333,38647476, Zloty ,5134,57159336934.0,170000000000.0,37100677282.0,64248494702.0,198000000000.0,199000000000.0
Poland,^_PL,20021231,125.81,6553788.0,2002-12-31,2002,2002Q4,616,4.080033333,38647476, Zloty ,5134,57159336934.0,170000000000.0,37100677282.0,64248494702.0,198000000000.0,199000000000.0
Poland,^_PL,20030331,128.34,6690441.0,2003-03-31,2003,2003Q1,616,3.889075,38621531, Zloty ,5586,72646837616.0,183000000000.0,41215713248.0,78626922854.0,216000000000.0,218000000000.0
Poland,^_PL,20030630,148.77,7090863.0,2003-06-30,2003,2003Q2,616,3.889075,38621531, Zloty ,5586,72646837616.0,183000000000.0,41215713248.0,78626922854.0,216000000000.0,218000000000.0
Poland,^_PL,20030930,204.38,8889779.0,2003-09-30,2003,2003Q3,616,3.889075,38621531, Zloty ,5586,72646837616.0,183000000000.0,41215713248.0,78626922854.0,216000000000.0,218000000000.0
Poland,^_PL,20031231,233.29,2996327.0,2003-12-31,2003,2003Q4,616,3.889075,38621531, Zloty ,5586,72646837616.0,183000000000.0,41215713248.0,78626922854.0,216000000000.0,218000000000.0
Poland,^_PL,20040331,327.33,22219174.0,2004-03-31,2004,2004Q1,616,3.657641667,38596042, Zloty ,6399,87337150304.0,211000000000.0,46734211707.0,94925919935.0,247000000000.0,255000000000.0
Poland,^_PL,20040630,357.61,15073079.0,2004-06-30,2004,2004Q2,616,3.657641667,38596042, Zloty ,6399,87337150304.0,211000000000.0,46734211707.0,94925919935.0,247000000000.0,255000000000.0
Poland,^_PL,20040930,398.03,8459296.0,2004-09-30,2004,2004Q3,616,3.657641667,38596042, Zloty ,6399,87337150304.0,211000000000.0,46734211707.0,94925919935.0,247000000000.0,255000000000.0
Poland,^_PL,20041231,389.81,6175724.0,2004-12-31,2004,2004Q4,616,3.657641667,38596042, Zloty ,6399,87337150304.0,211000000000.0,46734211707.0,94925919935.0,247000000000.0,255000000000.0
Poland,^_PL,20050331,391.0,18911628.0,2005-03-31,2005,2005Q1,616,3.235483333,38575911, Zloty ,7796,106000000000.0,249000000000.0,56127935548.0,110000000000.0,301000000000.0,306000000000.0
Poland,^_PL,20050630,404.55,19492612.0,2005-06-30,2005,2005Q2,616,3.235483333,38575911, Zloty ,7796,106000000000.0,249000000000.0,56127935548.0,110000000000.0,301000000000.0,306000000000.0
Poland,^_PL,20050930,438.08,20658516.0,2005-09-30,2005,2005Q3,616,3.235483333,38575911, Zloty ,7796,106000000000.0,249000000000.0,56127935548.0,110000000000.0,301000000000.0,306000000000.0
Poland,^_PL,20051230,530.98,27898692.0,2005-12-30,2005,2005Q4,616,3.235483333,38575911, Zloty ,7796,106000000000.0,249000000000.0,56127935548.0,110000000000.0,301000000000.0,306000000000.0
Poland,^_PL,20060331,750.51,52056636.0,2006-03-31,2006,2006Q1,616,3.103158333,38547179, Zloty ,8750,130000000000.0,278000000000.0,63880079167.0,138000000000.0,337000000000.0,345000000000.0
Poland,^_PL,20060630,762.97,32635678.0,2006-06-30,2006,2006Q2,616,3.103158333,38547179, Zloty ,8750,130000000000.0,278000000000.0,63880079167.0,138000000000.0,337000000000.0,345000000000.0
Poland,^_PL,20060929,966.48,40688528.0,2006-09-29,2006,2006Q3,616,3.103158333,38547179, Zloty ,8750,130000000000.0,278000000000.0,63880079167.0,138000000000.0,337000000000.0,345000000000.0
Poland,^_PL,20061229,1232.76,42163208.0,2006-12-29,2006,2006Q4,616,3.103158333,38547179, Zloty ,8750,130000000000.0,278000000000.0,63880079167.0,138000000000.0,337000000000.0,345000000000.0
Poland,^_PL,20070330,1638.34,169273424.0,2007-03-30,2007,2007Q1,616,2.76795,38521874, Zloty ,10760,165000000000.0,337000000000.0,78055239437.0,182000000000.0,415000000000.0,429000000000.0
Poland,^_PL,20070629,2031.57,76580312.0,2007-06-29,2007,2007Q2,616,2.76795,38521874, Zloty ,10760,165000000000.0,337000000000.0,78055239437.0,182000000000.0,415000000000.0,429000000000.0
Poland,^_PL,20070928,1719.47,65500812.0,2007-09-28,2007,2007Q3,616,2.76795,38521874, Zloty ,10760,165000000000.0,337000000000.0,78055239437.0,182000000000.0,415000000000.0,429000000000.0
Poland,^_PL,20071228,1474.77,99434880.0,2007-12-28,2007,2007Q4,616,2.76795,38521874, Zloty ,10760,165000000000.0,337000000000.0,78055239437.0,182000000000.0,415000000000.0,429000000000.0
Poland,^_PL,20080331,1331.79,55027672.0,2008-03-31,2008,2008Q1,616,2.409241667,38522882, Zloty ,13605,202000000000.0,430000000000.0,99655424079.0,230000000000.0,524000000000.0,534000000000.0
Poland,^_PL,20080630,1072.57,47142728.0,2008-06-30,2008,2008Q2,616,2.409241667,38522882, Zloty ,13605,202000000000.0,430000000000.0,99655424079.0,230000000000.0,524000000000.0,534000000000.0
Poland,^_PL,20080930,993.55,88089744.0,2008-09-30,2008,2008Q3,616,2.409241667,38522882, Zloty ,13605,202000000000.0,430000000000.0,99655424079.0,230000000000.0,524000000000.0,534000000000.0
Poland,^_PL,20081231,723.45,33525318.0,2008-12-31,2008,2008Q4,616,2.409241667,38522882, Zloty ,13605,202000000000.0,430000000000.0,99655424079.0,230000000000.0,524000000000.0,534000000000.0
Poland,^_PL,20090331,741.5,97661648.0,2009-03-31,2009,2009Q1,616,3.120141667,38555285, Zloty ,11060,163000000000.0,354000000000.0,82461640364.0,168000000000.0,426000000000.0,440000000000.0
Poland,^_PL,20090630,955.61,85509744.0,2009-06-30,2009,2009Q2,616,3.120141667,38555285, Zloty ,11060,163000000000.0,354000000000.0,82461640364.0,168000000000.0,426000000000.0,440000000000.0
Poland,^_PL,20090930,1183.6,123154792.0,2009-09-30,2009,2009Q3,616,3.120141667,38555285, Zloty ,11060,163000000000.0,354000000000.0,82461640364.0,168000000000.0,426000000000.0,440000000000.0
Poland,^_PL,20091231,1186.15,38844756.0,2009-12-31,2009,2009Q4,616,3.120141667,38555285, Zloty ,11060,163000000000.0,354000000000.0,82461640364.0,168000000000.0,426000000000.0,440000000000.0
Poland,^_PL,20100331,1364.87,114780216.0,2010-03-31,2010,2010Q1,616,3.0153,38597353, Zloty ,11877,191000000000.0,387000000000.0,91622060823.0,202000000000.0,458000000000.0,476000000000.0
Poland,^_PL,20100630,1236.53,66220712.0,2010-06-30,2010,2010Q2,616,3.0153,38597353, Zloty ,11877,191000000000.0,387000000000.0,91622060823.0,202000000000.0,458000000000.0,476000000000.0
Poland,^_PL,20100930,1353.39,176079744.0,2010-09-30,2010,2010Q3,616,3.0153,38597353, Zloty ,11877,191000000000.0,387000000000.0,91622060823.0,202000000000.0,458000000000.0,476000000000.0
Poland,^_PL,20101231,1405.39,65054992.0,2010-12-31,2010,2010Q4,616,3.0153,38597353, Zloty ,11877,191000000000.0,387000000000.0,91622060823.0,202000000000.0,458000000000.0,476000000000.0
Poland,^_PL,20110331,1373.28,90950587.0,2011-03-31,2011,2011Q1,616,2.962847778,38620847, Zloty ,13081,223000000000.0,418000000000.0,95464573685.0,234000000000.0,505000000000.0,524000000000.0
Poland,^_PL,20110630,1195.05,104931009.0,2011-06-30,2011,2011Q2,616,2.962847778,38620847, Zloty ,13081,223000000000.0,418000000000.0,95464573685.0,234000000000.0,505000000000.0,524000000000.0
Poland,^_PL,20110930,827.03,141312682.0,2011-09-30,2011,2011Q3,616,2.962847778,38620847, Zloty ,13081,223000000000.0,418000000000.0,95464573685.0,234000000000.0,505000000000.0,524000000000.0
Poland,^_PL,20111230,734.24,90262686.0,2011-12-30,2011,2011Q4,616,2.962847778,38620847, Zloty ,13081,223000000000.0,418000000000.0,95464573685.0,234000000000.0,505000000000.0,524000000000.0
Poland,^_PL,20120330,795.88,104982164.0,2012-03-30,2012,2012Q1,616,3.256541667,38625874, Zloty ,12334,219000000000.0,395000000000.0,89754724465.0,223000000000.0,476000000000.0,495000000000.0
Poland,^_PL,20120629,655.52,109345896.0,2012-06-29,2012,2012Q2,616,3.256541667,38625874, Zloty ,12334,219000000000.0,395000000000.0,89754724465.0,223000000000.0,476000000000.0,495000000000.0
Poland,^_PL,20120928,603.12,213088986.0,2012-09-28,2012,2012Q3,616,3.256541667,38625874, Zloty ,12334,219000000000.0,395000000000.0,89754724465.0,223000000000.0,476000000000.0,495000000000.0
Poland,^_PL,20121228,582.89,148585383.0,2012-12-28,2012,2012Q4,616,3.256541667,38625874, Zloty ,12334,219000000000.0,395000000000.0,89754724465.0,223000000000.0,476000000000.0,495000000000.0
Poland,^_PL,20130328,616.17,157938930.0,2013-03-28,2013,2013Q1,616,3.160616667,38607353, Zloty ,12896,237000000000.0,410000000000.0,95015635134.0,231000000000.0,498000000000.0,516000000000.0
Poland,^_PL,20130628,626.66,141412819.0,2013-06-28,2013,2013Q2,616,3.160616667,38607353, Zloty ,12896,237000000000.0,410000000000.0,95015635134.0,231000000000.0,498000000000.0,516000000000.0
Poland,^_PL,20130930,690.94,109478699.0,2013-09-30,2013,2013Q3,616,3.160616667,38607353, Zloty ,12896,237000000000.0,410000000000.0,95015635134.0,231000000000.0,498000000000.0,516000000000.0
Poland,^_PL,20131230,748.83,75398988.0,2013-12-30,2013,2013Q4,616,3.160616667,38607353, Zloty ,12896,237000000000.0,410000000000.0,95015635134.0,231000000000.0,498000000000.0,516000000000.0
Poland,^_PL,20140331,773.29,96835582.0,2014-03-31,2014,2014Q1,616,3.154541667,38581872, Zloty ,13438,251000000000.0,424000000000.0,98901847865.0,248000000000.0,518000000000.0,539000000000.0
Poland,^_PL,20140630,780.44,55738020.0,2014-06-30,2014,2014Q2,616,3.154541667,38581872, Zloty ,13438,251000000000.0,424000000000.0,98901847865.0,248000000000.0,518000000000.0,539000000000.0
Poland,^_PL,20140930,782.11,76831163.0,2014-09-30,2014,2014Q3,616,3.154541667,38581872, Zloty ,13438,251000000000.0,424000000000.0,98901847865.0,248000000000.0,518000000000.0,539000000000.0
Poland,^_PL,20141230,768.28,53455510.0,2014-12-30,2014,2014Q4,616,3.154541667,38581872, Zloty ,13438,251000000000.0,424000000000.0,98901847865.0,248000000000.0,518000000000.0,539000000000.0
Poland,^_PL,20150331,836.61,72838215.0,2015-03-31,2015,2015Q1,616,3.7695,38553146, Zloty ,11915,226000000000.0,367000000000.0,85974532431.0,216000000000.0,459000000000.0,477000000000.0
Poland,^_PL,20150630,858.42,59092489.0,2015-06-30,2015,2015Q2,616,3.7695,38553146, Zloty ,11915,226000000000.0,367000000000.0,85974532431.0,216000000000.0,459000000000.0,477000000000.0
Poland,^_PL,20150930,882.0,97006833.0,2015-09-30,2015,2015Q3,616,3.7695,38553146, Zloty ,11915,226000000000.0,367000000000.0,85974532431.0,216000000000.0,459000000000.0,477000000000.0
Poland,^_PL,20151230,902.56,69730151.0,2015-12-30,2015,2015Q4,616,3.7695,38553146, Zloty ,11915,226000000000.0,367000000000.0,85974532431.0,216000000000.0,459000000000.0,477000000000.0
Poland,^_PL,20160331,941.12,93755262.0,2016-03-31,2016,2016Q1,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PL,20160630,931.16,66829129.0,2016-06-30,2016,2016Q2,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PL,20160930,944.4,70934151.0,2016-09-30,2016,2016Q3,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PL,20161230,922.24,54653546.0,2016-12-30,2016,2016Q4,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PL,20170331,1014.8,64881267.0,2017-03-31,2017,2017Q1,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PL,20170630,952.03,45687116.0,2017-06-30,2017,2017Q2,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PL,20170929,906.32,63023262.0,2017-09-29,2017,2017Q3,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PL,20171229,815.98,81861166.0,2017-12-29,2017,2017Q4,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PL,20180329,793.88,51941274.0,2018-03-29,2018,2018Q1,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL,20180629,699.06,45497378.0,2018-06-29,2018,2018Q2,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL,20180928,642.84,56732470.0,2018-09-28,2018,2018Q3,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL,20181228,575.7,46668426.0,2018-12-28,2018,2018Q4,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL,20190329,624.59,52940836.0,2019-03-29,2019,2019Q1,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL,20190628,578.11,35215949.0,2019-06-28,2019,2019Q2,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL,20190930,561.59,66642781.0,2019-09-30,2019,2019Q3,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL,20191230,574.53,25551358.0,2019-12-30,2019,2019Q4,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL,20200331,508.56,134623842.0,2020-03-31,2020,2020Q1,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL,20200630,690.64,99402718.0,2020-06-30,2020,2020Q2,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL,20200930,760.23,72187040.0,2020-09-30,2020,2020Q3,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL,20201230,786.7,102688430.0,2020-12-30,2020,2020Q4,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL,20210331,932.56,81976264.0,2021-03-31,2021,2021Q1,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PL,20210630,949.13,69502010.0,2021-06-30,2021,2021Q2,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PL,20210930,936.24,67548425.0,2021-09-30,2021,2021Q3,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PL,20211230,849.98,60168522.0,2021-12-30,2021,2021Q4,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PL20,20180329,896.32,17469982.0,2018-03-29,2018,2018Q1,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL20,20180629,865.58,22131130.0,2018-06-29,2018,2018Q2,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL20,20180928,888.46,27172887.0,2018-09-28,2018,2018Q3,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL20,20181228,891.42,17123865.0,2018-12-28,2018,2018Q4,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PL20,20190329,931.46,26050057.0,2019-03-29,2019,2019Q1,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL20,20190628,930.7,19366293.0,2019-06-28,2019,2019Q2,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL20,20190930,834.3,16427282.0,2019-09-30,2019,2019Q3,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL20,20191230,835.97,11041276.0,2019-12-30,2019,2019Q4,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PL20,20200331,542.97,58812694.0,2020-03-31,2020,2020Q1,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL20,20200630,679.93,31985911.0,2020-06-30,2020,2020Q2,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL20,20200930,649.62,24635106.0,2020-09-30,2020,2020Q3,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL20,20201230,763.29,23906796.0,2020-12-30,2020,2020Q4,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PL20,20210331,776.3,30605786.0,2021-03-31,2021,2021Q1,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PL20,20210630,889.83,30173446.0,2021-06-30,2021,2021Q2,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PL20,20210930,945.28,31177278.0,2021-09-30,2021,2021Q3,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PL20,20211230,883.26,16099938.0,2021-12-30,2021,2021Q4,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PLNC,20160331,959.82,21028519.0,2016-03-31,2016,2016Q1,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PLNC,20160630,953.13,12724385.0,2016-06-30,2016,2016Q2,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PLNC,20160930,950.1,13902097.0,2016-09-30,2016,2016Q3,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PLNC,20161230,905.62,18092473.0,2016-12-30,2016,2016Q4,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PLNC,20170331,1015.31,7791700.0,2017-03-31,2017,2017Q1,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PLNC,20170630,925.5,5021294.0,2017-06-30,2017,2017Q2,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PLNC,20170929,888.94,9707402.0,2017-09-29,2017,2017Q3,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PLNC,20171229,770.49,38188110.0,2017-12-29,2017,2017Q4,616,3.779333333,38532812, Zloty ,13038,273000000000.0,405000000000.0,92829864174.0,258000000000.0,502000000000.0,525000000000.0
Poland,^_PLNC,20180329,755.12,8760173.0,2018-03-29,2018,2018Q1,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PLNC,20180629,658.51,4208564.0,2018-06-29,2018,2018Q2,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PLNC,20180928,605.81,3395589.0,2018-09-28,2018,2018Q3,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PLNC,20181228,538.96,4674633.0,2018-12-28,2018,2018Q4,616,3.611716667,38521457, Zloty ,14641,311000000000.0,450000000000.0,104000000000.0,299000000000.0,564000000000.0,589000000000.0
Poland,^_PLNC,20190329,585.68,4386954.0,2019-03-29,2019,2019Q1,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PLNC,20190628,534.22,2842628.0,2019-06-28,2019,2019Q2,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PLNC,20190930,534.79,5175858.0,2019-09-30,2019,2019Q3,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PLNC,20191230,556.31,4631325.0,2019-12-30,2019,2019Q4,616,3.839375,38493601, Zloty ,14838,317000000000.0,452000000000.0,107000000000.0,295000000000.0,571000000000.0,596000000000.0
Poland,^_PLNC,20200331,539.9,27196455.0,2020-03-31,2020,2020Q1,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PLNC,20200630,756.37,16820670.0,2020-06-30,2020,2020Q2,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PLNC,20200930,893.73,28401324.0,2020-09-30,2020,2020Q3,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PLNC,20201230,903.61,32764705.0,2020-12-30,2020,2020Q4,616,3.899741667,38428366, Zloty ,15010,318000000000.0,453000000000.0,114000000000.0,284000000000.0,577000000000.0,599000000000.0
Poland,^_PLNC,20210331,1049.88,25678017.0,2021-03-31,2021,2021Q1,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PLNC,20210630,1022.55,12468942.0,2021-06-30,2021,2021Q2,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PLNC,20210930,989.53,9076833.0,2021-09-30,2021,2021Q3,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PLNC,20211230,872.4,13796992.0,2021-12-30,2021,2021Q4,616,3.861916667,38307726, Zloty ,16908,393000000000.0,510000000000.0,128000000000.0,371000000000.0,648000000000.0,679000000000.0
Poland,^_PLWS,20160331,925.86,72726743.0,2016-03-31,2016,2016Q1,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PLWS,20160630,913.29,54104744.0,2016-06-30,2016,2016Q2,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PLWS,20160930,939.71,57032054.0,2016-09-30,2016,2016Q3,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
Poland,^_PLWS,20161230,936.27,36561073.0,2016-12-30,2016,2016Q4,616,3.942783333,38532113, Zloty ,11705,236000000000.0,361000000000.0,84373644676.0,222000000000.0,451000000000.0,470000000000.0
