Date,<TICKER>,<OPEN>,<CLOSE>,<VOL>,Year,Country,GDP,GNI (USD),Population,Exchange Rate (AMA)
06-04,USNS,893.4,905.48,3217319489.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-05,USNS,905.56,903.88,3080437737.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-06,USNS,903.88,903.53,2958536053.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-07,USNS,903.59,908.55,2852354400.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-10,USNS,908.57,911.14,2818440455.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-11,USNS,911.26,911.29,2821671375.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-12,USNS,911.24,908.59,2683706979.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-13,USNS,908.65,913.4,2693736914.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-14,USNS,913.45,909.13,2633859456.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-17,USNS,909.12,910.27,2455971201.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-18,USNS,910.27,916.83,2948853766.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-19,USNS,916.85,918.97,2876111905.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-20,USNS,919.26,924.79,3448964982.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-21,USNS,924.78,921.74,4035654063.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-24,USNS,921.74,917.79,2706656368.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-25,USNS,917.79,913.59,3115303452.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-26,USNS,913.59,914.03,3003494046.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-27,USNS,914.03,919.49,2706249214.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
06-28,USNS,919.49,925.59,4006349531.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-01,USNS,925.6,927.86,3033769726.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-02,USNS,927.87,926.93,2801539967.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-03,USNS,926.93,931.29,1756474207.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-05,USNS,931.27,932.14,2119930388.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-08,USNS,932.12,929.21,2561896054.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-09,USNS,929.16,928.22,2592990543.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-10,USNS,928.33,930.61,2822309438.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-11,USNS,930.62,929.42,2814532471.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-12,USNS,929.42,932.62,2647660427.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-15,USNS,932.62,931.06,2529549245.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-16,USNS,931.04,930.62,2893591242.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-17,USNS,930.63,926.0,2867963740.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-18,USNS,925.98,925.4,2940180662.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-19,USNS,925.4,923.71,2869898068.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-22,USNS,923.73,922.99,2619689976.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-23,USNS,922.99,926.89,2889375934.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-24,USNS,926.89,932.6,3025614049.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-25,USNS,932.62,926.16,3181324833.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-26,USNS,926.15,929.52,2871221238.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-29,USNS,929.52,927.36,2804049760.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-30,USNS,927.36,930.15,3207325989.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
07-31,USNS,930.22,926.53,4009726468.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-01,USNS,926.53,916.63,4233128148.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-02,USNS,916.63,911.69,3310028370.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-05,USNS,911.68,892.83,3949166390.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-06,USNS,892.84,897.08,3565161291.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-07,USNS,897.07,895.82,3899074805.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-08,USNS,895.82,905.51,3493573883.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-09,USNS,905.53,899.32,2915552473.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-12,USNS,899.25,889.83,2410224742.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-13,USNS,889.83,894.8,3186667723.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-14,USNS,894.79,876.36,3705621246.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-15,USNS,876.36,874.41,3538754938.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-16,USNS,874.42,885.17,3001610525.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-19,USNS,885.2,891.21,2786931363.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-20,USNS,891.2,888.42,2625178346.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-21,USNS,888.43,893.23,2260223741.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-22,USNS,893.27,892.15,2518618725.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-23,USNS,892.14,877.56,3284804062.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-26,USNS,877.59,881.21,2520570025.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-27,USNS,881.26,876.21,3078606673.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-28,USNS,876.2,881.72,2708441139.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-29,USNS,881.98,889.03,2821589935.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
08-30,USNS,889.05,889.94,2626133831.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-03,USNS,889.9,883.8,2995435554.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-04,USNS,883.81,891.97,2796861172.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-05,USNS,891.97,900.17,3453825486.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-06,USNS,900.18,901.47,2843972298.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-09,USNS,901.5,907.52,3523902666.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-10,USNS,907.52,913.24,3874338063.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-11,USNS,913.24,921.1,3489889579.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-12,USNS,921.11,920.5,3306605365.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-13,USNS,920.51,920.06,3102045942.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-16,USNS,920.1,923.07,3820843966.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-17,USNS,923.06,921.36,3205952677.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-18,USNS,921.35,918.57,3006790997.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-19,USNS,918.57,917.78,2888385280.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-20,USNS,917.82,917.34,4712609372.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-23,USNS,917.34,918.0,2714307129.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-24,USNS,918.0,910.25,3315404579.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-25,USNS,910.24,913.39,2863555601.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-26,USNS,913.39,910.05,2720547075.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-27,USNS,910.05,907.13,2804964054.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
09-30,USNS,907.14,907.98,2798085353.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-01,USNS,907.98,898.68,3130997081.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-02,USNS,898.64,889.38,3382163570.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-03,USNS,889.4,892.22,3029192119.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-04,USNS,892.22,897.62,2651749849.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-07,USNS,897.6,895.72,2499620566.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-08,USNS,895.71,887.2,2768607851.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-09,USNS,887.22,889.92,2363454946.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-10,USNS,889.92,891.85,2719882403.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-11,USNS,891.86,901.03,2925439888.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-14,USNS,901.03,899.24,2200237831.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-15,USNS,899.29,903.09,2855459052.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-16,USNS,903.09,902.61,2781172453.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-17,USNS,902.62,906.04,2707011710.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-18,USNS,906.04,904.26,2763762357.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-21,USNS,904.28,908.06,2853744848.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-22,USNS,908.06,909.53,3090384606.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-23,USNS,909.52,912.35,2996768667.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-24,USNS,912.35,911.0,3187205374.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-25,USNS,911.0,913.11,2986611777.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-28,USNS,915.36,914.58,3572327757.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-29,USNS,914.71,914.66,3655864182.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-30,USNS,910.74,913.46,3844542438.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
10-31,USNS,907.87,908.87,4207519050.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-01,USNS,915.07,917.28,3487929887.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-04,USNS,917.3,922.14,3685085957.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-05,USNS,922.16,921.69,3924394466.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-06,USNS,921.69,918.23,3936786631.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-07,USNS,918.24,918.38,3637119829.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-08,USNS,918.37,917.74,3142846473.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-11,USNS,917.74,915.77,2581235663.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-12,USNS,915.77,914.44,3112932504.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-13,USNS,914.44,911.5,3046114965.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-14,USNS,911.5,910.59,2878800844.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-15,USNS,910.59,914.16,2938105401.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-18,USNS,914.17,911.01,2998397490.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-19,USNS,911.0,909.33,3170211204.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-20,USNS,909.32,906.28,3479536683.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-21,USNS,906.28,904.57,3209335743.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-22,USNS,904.57,906.67,2897774059.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-25,USNS,906.71,913.98,3024959962.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-26,USNS,914.0,913.91,3820222523.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-27,USNS,913.91,916.4,2638831298.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
11-29,USNS,916.39,913.8,1567118380.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-02,USNS,913.79,907.71,2779044237.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-03,USNS,907.32,903.53,3047441409.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-04,USNS,903.54,908.13,3219568118.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-05,USNS,908.15,907.95,2863778675.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-06,USNS,907.97,914.6,3043812013.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-09,USNS,914.6,914.26,2757037121.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-10,USNS,914.26,914.27,2883317147.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-11,USNS,914.27,916.05,2840604305.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-12,USNS,916.05,921.09,3430011914.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-13,USNS,921.09,920.23,3236161356.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-16,USNS,920.25,924.16,3408628619.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-17,USNS,924.16,926.16,3256597838.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-18,USNS,926.17,928.7,3404220850.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-19,USNS,928.7,931.13,3206512039.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-20,USNS,931.15,932.88,5046906443.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-23,USNS,932.87,934.43,2619883712.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-24,USNS,934.43,935.76,1181650197.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-26,USNS,935.77,937.77,1908703690.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-27,USNS,937.77,935.91,2158983348.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-30,USNS,935.92,933.81,2707530617.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
12-31,USNS,933.8,936.65,2531799422.0,2019,United States,21400000000000.0,21800000000000.0,334319671,1.0
01-02,USNS,936.68,939.27,3058951264.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-03,USNS,939.26,937.73,2964759289.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-06,USNS,937.72,939.15,3151434925.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-07,USNS,939.15,937.84,2885488678.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-08,USNS,937.84,937.42,3232646154.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-09,USNS,937.42,938.12,3124409270.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-10,USNS,938.11,936.11,2812593048.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-13,USNS,936.1,940.1,3021906020.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-14,USNS,940.09,941.74,3140840812.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-15,USNS,941.74,943.13,3308958965.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-16,USNS,943.14,948.61,3143578124.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-17,USNS,948.62,948.74,3227369218.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-21,USNS,948.75,943.83,3561071721.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-22,USNS,943.86,943.29,3210181768.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-23,USNS,943.29,941.93,3334556011.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-24,USNS,941.94,934.46,3340757767.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-27,USNS,934.45,923.2,3367082773.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-28,USNS,923.2,928.31,3086577878.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-29,USNS,928.39,926.86,3189381862.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-30,USNS,926.81,924.9,3360252316.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
01-31,USNS,924.87,913.3,3819432002.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-03,USNS,913.33,916.68,3268308696.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-04,USNS,916.84,924.53,3495818360.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-05,USNS,924.59,933.72,3629908976.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-06,USNS,933.72,932.0,3409192283.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-07,USNS,931.95,925.74,3281956941.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-10,USNS,925.7,926.82,3058990995.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-11,USNS,926.82,931.44,3360420532.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-12,USNS,931.45,935.61,3554784724.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-13,USNS,935.61,933.86,3090429451.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-14,USNS,933.81,933.57,3010972849.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-18,USNS,933.57,931.65,3259415885.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-19,USNS,931.66,934.02,3179012660.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-20,USNS,934.02,935.22,3583142005.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-21,USNS,935.21,929.27,3424216214.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-24,USNS,929.26,907.69,4318232282.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-25,USNS,907.7,885.45,4608443239.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-26,USNS,885.46,878.23,4813035517.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-27,USNS,878.2,854.17,5731907073.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
02-28,USNS,853.99,841.96,6889500101.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-02,USNS,841.99,858.13,5240834228.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-03,USNS,858.13,848.42,5077241830.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-04,USNS,848.48,864.57,4357442712.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-05,USNS,864.57,842.41,4805626621.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-06,USNS,842.33,825.02,5379579980.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-09,USNS,824.97,780.04,5997552870.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-10,USNS,780.05,797.82,6511287061.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-11,USNS,797.81,758.01,6161592587.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-12,USNS,757.93,679.03,7880617309.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-13,USNS,679.05,715.35,6875508694.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-16,USNS,714.78,638.52,7072431269.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-17,USNS,638.51,644.98,6997059111.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-18,USNS,644.63,561.67,7932468595.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-19,USNS,561.66,596.64,7614238045.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-20,USNS,596.79,590.42,8427929326.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-23,USNS,590.42,565.74,6810502655.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-24,USNS,566.02,607.69,7072009191.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-25,USNS,607.77,637.81,7598656961.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-26,USNS,637.82,671.51,7067844377.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-27,USNS,671.32,652.08,5776078328.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-30,USNS,652.08,652.23,5280422256.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
03-31,USNS,652.23,650.18,5995480614.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-01,USNS,650.16,616.65,5372870597.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-02,USNS,616.64,620.7,5927253525.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-03,USNS,620.7,606.36,5353597941.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-06,USNS,606.56,639.37,5678679431.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-07,USNS,639.39,651.17,6243202575.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-08,USNS,651.17,675.88,5256198539.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-09,USNS,675.89,700.72,7141854145.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-13,USNS,700.73,690.91,4778169951.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-14,USNS,690.95,701.89,5041618340.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-15,USNS,701.8,682.92,4623340652.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-16,USNS,682.92,675.89,4652515159.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-17,USNS,675.96,695.37,5234463929.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-20,USNS,695.35,684.85,4761375878.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-21,USNS,684.84,672.9,4616656236.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-22,USNS,672.9,680.81,4618727229.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-23,USNS,681.26,687.34,5252435063.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-24,USNS,687.34,690.28,4745589724.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-27,USNS,690.28,705.39,4670314466.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-28,USNS,705.42,715.79,5034021607.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-29,USNS,715.79,741.4,10027264587.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
04-30,USNS,741.37,729.49,5801437543.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-01,USNS,729.3,710.86,4321919462.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-04,USNS,710.85,709.73,4161402971.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-05,USNS,709.75,710.4,4557693145.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-06,USNS,710.4,702.75,4274954020.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-07,USNS,702.76,710.76,4562810795.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-08,USNS,710.77,726.39,4329500070.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-11,USNS,726.38,720.28,4272036628.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-12,USNS,720.29,708.08,4511514624.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-13,USNS,708.09,688.94,5489939653.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-14,USNS,688.95,691.33,4975036762.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-15,USNS,691.32,694.53,4904836739.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-18,USNS,694.56,723.03,5697480076.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-19,USNS,723.06,717.93,4454474679.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-20,USNS,717.95,729.85,4429475719.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-21,USNS,729.9,730.94,4398915076.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-22,USNS,730.94,731.24,3530501950.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-26,USNS,731.43,749.52,5211568101.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-27,USNS,749.59,763.65,5660298047.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-28,USNS,763.65,757.73,4728086650.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
05-29,USNS,757.73,754.67,5595633436.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-01,USNS,754.77,763.7,4155443642.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-02,USNS,763.7,771.69,4556468477.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-03,USNS,771.72,788.67,5421812856.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-04,USNS,788.67,793.74,5691402869.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-05,USNS,793.75,818.69,7616897998.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-08,USNS,818.82,841.32,7554066218.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-09,USNS,841.19,826.01,5615398923.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-10,USNS,825.83,811.32,5872373934.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-11,USNS,811.1,764.32,5819587531.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-12,USNS,764.62,777.74,5060743209.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-15,USNS,777.74,783.61,4425111970.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
06-16,USNS,783.72,795.52,4404404715.0,2020,United States,21100000000000.0,21500000000000.0,335942003,1.0
