Date,<TICKER>,<OPEN>,<CLOSE>,<VOL>,Year,Country,GDP,GNI (USD),Population,Exchange Rate (AMA)
06-14,JP,847.68,831.87,2142446824.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-15,JP,828.5,834.97,1919194686.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-16,JP,834.19,809.34,2307735418.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-17,JP,817.25,814.76,2384028964.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-20,JP,823.46,830.86,1917187356.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-21,JP,828.95,835.95,1801776823.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-22,JP,834.55,828.44,1693966028.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-23,JP,827.07,831.83,1704354570.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-24,JP,838.66,782.0,3685800602.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-27,JP,789.55,798.55,2325710193.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-28,JP,790.96,802.29,2535520624.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-29,JP,811.13,814.9,2190324458.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
06-30,JP,823.26,817.6,2206346657.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-01,JP,823.42,826.09,1840838688.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-04,JP,826.98,832.31,1716178341.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-05,JP,832.03,829.47,1674762153.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-06,JP,820.74,819.1,2281450029.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-07,JP,818.84,813.82,1903761067.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-08,JP,815.11,804.18,1937448672.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-11,JP,816.25,824.54,2053487019.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-12,JP,834.45,837.23,2625861097.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-13,JP,847.4,841.6,2786251184.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-14,JP,841.8,844.72,2129633304.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-15,JP,847.39,841.21,2551561663.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-19,JP,844.17,846.47,2098148759.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-20,JP,845.26,847.74,1920946683.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-21,JP,852.66,852.49,2092873980.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-22,JP,846.85,849.34,1699453071.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-25,JP,853.08,852.16,1802353686.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-26,JP,850.08,843.82,2009719749.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-27,JP,847.28,848.72,2388369264.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-28,JP,846.53,842.91,2009122824.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
07-29,JP,841.55,847.87,3219393753.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-01,JP,842.77,844.7,2511371934.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-02,JP,842.17,840.47,2107991516.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-03,JP,832.77,826.61,2345248711.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-04,JP,828.96,829.53,2466231629.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-05,JP,830.42,825.98,2079827249.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-08,JP,831.51,830.51,2224423165.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-09,JP,830.53,835.41,1973256314.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-10,JP,834.14,835.07,1876138271.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-12,JP,838.15,839.7,1973229056.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-15,JP,839.18,838.2,1441216378.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-16,JP,839.37,831.2,1829930838.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-17,JP,829.5,831.16,1953681492.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-18,JP,827.69,823.64,2082052093.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-19,JP,824.81,825.0,1867034086.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-22,JP,826.83,829.87,1557115161.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-23,JP,828.94,828.0,1760600873.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-24,JP,829.91,831.41,1513388196.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-25,JP,832.82,831.46,1528333488.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-26,JP,830.96,825.88,1686959401.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-29,JP,833.2,833.05,1830728281.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-30,JP,832.64,833.25,1731712208.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
08-31,JP,836.2,838.69,2227830877.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-01,JP,839.61,841.96,1967059709.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-02,JP,841.17,841.46,1746431682.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-05,JP,846.72,845.17,1886123540.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-06,JP,845.91,851.38,1711180558.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-07,JP,847.83,854.27,2018283995.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-08,JP,854.91,854.86,1799123421.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-09,JP,854.7,855.96,1886365968.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-12,JP,848.29,847.76,1757996345.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-13,JP,850.92,849.52,1570971358.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-14,JP,846.16,844.24,1813155390.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-15,JP,841.65,838.75,1806108399.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-16,JP,840.62,843.67,1952462398.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-20,JP,842.23,844.45,1871569337.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-21,JP,844.65,855.62,2644462943.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-23,JP,857.16,862.17,2076474256.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-26,JP,863.63,860.44,1688963160.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-27,JP,856.45,866.22,2325075050.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-28,JP,864.66,866.48,1944404850.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-29,JP,869.42,872.09,2029933049.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
09-30,JP,865.8,865.07,2076392913.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-03,JP,869.84,869.54,1692268397.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-04,JP,871.31,873.91,1758177084.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-05,JP,875.46,878.01,1929306500.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-06,JP,881.3,879.97,1912610443.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-07,JP,879.42,878.39,1688807744.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-11,JP,880.37,881.39,1884903136.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-12,JP,876.98,875.73,1966831527.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-13,JP,878.02,877.46,1904229600.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-14,JP,875.8,878.67,1815496445.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-17,JP,880.05,882.37,1719321488.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-18,JP,882.57,886.54,1764135761.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-19,JP,887.66,891.28,1824563749.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-20,JP,892.6,896.21,2102657913.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-21,JP,897.32,894.51,2057975214.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-24,JP,896.51,897.5,1651098494.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-25,JP,899.48,898.09,1973954242.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-26,JP,898.0,901.44,1836901993.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-27,JP,901.96,901.85,1896410754.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-28,JP,905.01,906.75,2823331446.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
10-31,JP,906.45,907.17,2467146188.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-01,JP,907.1,907.06,2153388934.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-02,JP,900.67,893.06,2350531211.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-04,JP,886.42,884.59,2280394046.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-07,JP,890.1,891.32,1959758250.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-08,JP,893.44,889.21,1845768581.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-09,JP,891.27,855.51,4159314053.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-10,JP,887.19,889.19,3434993107.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-11,JP,894.13,886.02,3620076857.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-14,JP,890.11,897.26,2764091856.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-15,JP,898.66,896.89,2715851932.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-16,JP,901.52,906.31,2982378080.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-17,JP,904.19,910.02,2598464519.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-18,JP,915.57,916.24,2794652945.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-21,JP,920.24,923.49,2374375592.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-22,JP,923.82,926.39,2210041007.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-24,JP,931.61,930.57,2675394899.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-25,JP,932.44,928.57,2796618517.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-28,JP,928.61,935.09,2438429881.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-29,JP,933.47,936.18,2243593126.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
11-30,JP,937.96,939.42,2993461555.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-01,JP,945.94,942.42,3138824584.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-02,JP,941.91,939.26,3170641342.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-05,JP,937.4,937.68,2357673536.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-06,JP,943.0,942.24,2840099565.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-07,JP,945.24,949.03,2860785547.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-08,JP,954.41,952.76,3260107909.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-09,JP,951.1,955.59,3534599484.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-12,JP,960.64,959.36,3283669898.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-13,JP,957.68,964.84,2610206694.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-14,JP,966.26,964.26,2450188921.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-15,JP,965.97,965.84,2714507256.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-16,JP,969.86,968.18,2736841833.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-19,JP,967.2,967.87,2107655717.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-20,JP,967.48,971.4,2304802511.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-21,JP,972.85,966.73,2549032266.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-22,JP,965.85,964.72,2215334801.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-26,JP,966.01,965.52,1751037079.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-27,JP,965.37,965.8,2143207807.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-28,JP,965.97,973.14,1707768763.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-29,JP,970.21,965.87,2585426488.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
12-30,JP,963.27,969.51,1914737118.0,2016,Japan,5000000000000.0,5180000000000.0,126993857,108.7929
01-04,JP,975.35,986.21,2737911117.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-05,JP,988.95,991.6,2494771396.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-06,JP,988.21,993.76,2368539118.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-10,JP,996.12,995.59,2301457167.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-11,JP,997.46,996.18,2360431935.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-12,JP,995.42,989.07,2348295044.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-13,JP,986.25,992.57,1950891767.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-16,JP,992.45,986.67,1881683633.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-17,JP,985.68,976.84,2097867782.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-18,JP,973.78,977.62,2278363667.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-19,JP,982.74,982.56,2681855669.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-20,JP,981.97,984.6,2113860153.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-23,JP,983.04,982.92,2073838538.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-24,JP,982.13,983.2,2169455110.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-25,JP,991.68,992.94,2241198749.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-26,JP,999.12,1000.47,2651611725.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-27,JP,1003.21,1001.62,2261786881.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-30,JP,1002.17,1004.61,1871576546.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
01-31,JP,998.33,998.5,2305457641.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-01,JP,995.32,1000.71,2322258913.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-02,JP,1003.39,994.0,2472097113.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-03,JP,995.32,994.81,2375940735.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-06,JP,1000.57,999.06,2125811814.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-07,JP,996.84,996.13,1965362485.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-08,JP,997.21,1001.26,1968463998.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-09,JP,1000.46,1000.0,2245148891.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-10,JP,1006.67,1009.68,2618516078.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-13,JP,1014.7,1015.79,2232047294.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-14,JP,1019.02,1014.43,2453106172.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-15,JP,1019.55,1018.87,2410847551.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-16,JP,1020.13,1018.6,2344137031.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-17,JP,1017.47,1019.55,2348926922.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-20,JP,1020.34,1023.41,1794761492.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-21,JP,1024.62,1027.82,1847279456.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-22,JP,1030.28,1029.74,2472824343.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-23,JP,1031.0,1031.73,2238837888.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-24,JP,1029.38,1031.35,2353957911.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-27,JP,1030.06,1026.78,2085596964.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
02-28,JP,1030.44,1030.08,2332734442.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-01,JP,1032.02,1035.47,2356563463.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-02,JP,1042.85,1041.13,2556269562.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-03,JP,1040.5,1040.18,1990901369.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-06,JP,1041.11,1042.88,1696098215.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-07,JP,1043.18,1042.62,1945315172.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-08,JP,1043.18,1042.48,1998392110.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-09,JP,1045.0,1045.68,1900940775.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-10,JP,1051.61,1050.82,2557358825.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-13,JP,1051.31,1048.02,1815668711.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-14,JP,1048.25,1048.85,2084409458.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-15,JP,1046.98,1040.03,2031268366.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-16,JP,1037.28,1045.2,2080688554.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-17,JP,1043.83,1042.91,2339063638.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-21,JP,1042.08,1045.48,1877938435.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-22,JP,1034.05,1030.8,2314243764.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-23,JP,1031.32,1030.51,1984536147.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-24,JP,1031.85,1037.2,2119411422.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-27,JP,1034.93,1028.54,2024894087.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-28,JP,1033.24,1038.12,2146551392.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-29,JP,1033.97,1038.23,2016896446.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-30,JP,1037.51,1031.68,2127320641.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
03-31,JP,1036.05,1025.71,2507716178.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-03,JP,1028.17,1024.24,2401557845.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-04,JP,1022.96,1006.13,2729553194.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-05,JP,1006.68,1004.2,2186215690.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-06,JP,999.83,982.51,2392434159.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-07,JP,986.39,987.86,2741070435.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-10,JP,992.43,994.06,2044221266.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-11,JP,991.15,987.27,2081839468.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-12,JP,979.33,969.87,2360866257.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-13,JP,960.0,967.53,2238236804.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-14,JP,964.55,960.35,2117809290.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-17,JP,957.9,968.97,1721069814.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-18,JP,978.31,978.63,1841942939.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-19,JP,976.12,982.73,2297297353.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-20,JP,985.05,985.97,2187566810.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-21,JP,991.69,991.86,2144037966.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-24,JP,998.97,993.7,2135135424.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-25,JP,996.07,1002.86,2219969586.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-26,JP,1009.99,1014.21,2311964292.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-27,JP,1014.73,1019.28,2222882318.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
04-28,JP,1020.67,1017.19,2262896498.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-01,JP,1018.51,1022.81,1981513404.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-02,JP,1025.2,1028.97,2106586033.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-08,JP,1039.54,1046.46,2700963765.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-09,JP,1047.64,1048.91,2326296829.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-10,JP,1050.38,1051.5,2475248293.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-11,JP,1052.82,1051.74,2557607423.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-12,JP,1049.61,1047.88,2522962566.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-15,JP,1044.33,1046.4,2450888832.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-16,JP,1049.05,1048.64,2450112653.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-17,JP,1046.75,1046.91,2222012878.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-18,JP,1031.75,1037.84,2421591853.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-19,JP,1040.8,1042.36,2121042187.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-22,JP,1047.08,1050.34,1768847218.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-23,JP,1052.31,1052.47,1829066679.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-24,JP,1058.41,1060.94,2015452455.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-25,JP,1062.25,1061.29,1988906113.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-26,JP,1062.07,1056.77,1867661034.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-29,JP,1058.38,1057.79,1635643440.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-30,JP,1058.72,1060.5,1624790261.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
05-31,JP,1060.44,1060.51,2344691906.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-01,JP,1063.23,1069.62,2104083462.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-02,JP,1074.05,1076.17,2669080810.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-05,JP,1075.94,1079.12,1961551457.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-06,JP,1079.63,1069.07,2054762404.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-07,JP,1068.37,1073.85,2045592041.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-08,JP,1076.65,1072.96,2354903784.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-09,JP,1074.01,1075.47,2651688798.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-12,JP,1075.05,1074.84,2242982579.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-13,JP,1074.46,1077.92,2031016291.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-14,JP,1082.02,1077.63,2156631810.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-15,JP,1077.24,1075.15,2305147329.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-16,JP,1078.54,1078.32,2641773469.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-19,JP,1080.91,1087.13,1888589099.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-20,JP,1092.89,1093.42,2335729344.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
06-21,JP,1092.15,1092.56,2125875478.0,2017,Japan,4930000000000.0,5110000000000.0,126662472,112.1661411
