Country,Date,<OPEN>,<CLOSE>,<VOL>,GDP,GNI (USD),Population,Exchange Rate (AMA)
Germany,2019-08-11,880.408,877.466,161494474.2,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-08-18,863.05,858.5,174359770.6,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-08-25,864.47,865.3219999999999,130857657.2,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-09-01,867.0959999999999,869.9280000000001,112716929.0,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-09-08,878.318,878.9200000000001,111998324.4,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-09-15,893.686,895.586,148731690.8,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-09-22,899.308,899.524,151475677.8,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-09-29,889.54,887.9620000000001,128731118.4,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-10-06,884.7075,882.11,139423908.25,3890000000000.0,4020000000000.0,83148141.0,0.893276257
Germany,2019-10-13,879.2120000000001,881.802,135616704.0,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-10-20,893.642,895.2520000000001,140365490.2,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-10-27,896.5959999999999,897.0459999999999,127726321.8,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-11-03,895.5559999999999,896.86,139233859.4,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-11-10,912.896,916.708,166869747.4,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-11-17,923.3520000000001,923.0020000000001,143522742.2,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-11-24,919.632,919.82,133653886.0,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-12-01,926.784,928.43,127704435.0,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-12-08,923.0799999999999,922.682,134500120.6,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-12-15,926.744,928.568,143719999.6,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-12-22,934.3299999999999,935.034,160965901.8,3890000000000.0,4020000000000.0,83148141.0,0.8932762569999999
Germany,2019-12-29,930.45,932.165,92979139.5,3890000000000.0,4020000000000.0,83148141.0,0.893276257
Germany,2020-01-05,934.6933333333333,937.1166666666667,111108645.0,3890000000000.0,4006666666666.6665,83268705.66666667,0.8814296836666666
Germany,2020-01-12,939.5260000000001,941.348,132356759.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-01-19,948.03,947.534,131262650.2,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-01-26,950.758,951.2180000000001,128678968.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-02-02,936.79,933.882,156692375.6,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-02-09,939.0440000000001,941.394,218781864.2,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-02-16,959.606,963.01,166743470.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-02-23,971.1139999999999,970.088,164247162.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-03-01,897.314,889.644,315789402.8,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-03-08,860.5260000000001,853.9620000000001,310162932.2,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-03-15,759.7639999999999,741.558,473796788.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-03-22,645.216,636.516,408990997.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-03-29,672.954,675.216,296711977.8,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-04-05,688.362,686.638,215103804.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-04-12,718.7525,723.85,211112794.75,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-04-19,750.31,744.505,222209089.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-04-26,749.9739999999999,747.864,176023826.6,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-05-03,764.5325,766.2875,224803992.25,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-05-10,770.196,771.1,175786781.6,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-05-17,774.406,769.598,189573452.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-05-24,783.646,788.4300000000001,172586253.8,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-05-31,815.184,818.138,223878699.8,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-06-07,849.15,855.125,245391999.25,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-06-14,857.382,852.8459999999999,220580256.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-06-21,842.6380000000001,841.524,226977420.2,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-06-28,831.3119999999999,827.274,181765698.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-07-05,827.284,831.5620000000001,164762135.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-07-12,844.854,844.53,159059234.2,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-07-19,847.824,848.644,135411954.8,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-07-26,857.268,856.8039999999999,121960421.6,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-08-02,840.7940000000001,836.53,135114761.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-08-09,839.618,842.292,124980241.6,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-08-16,859.506,862.128,122838382.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-08-23,864.784,865.4799999999999,103081125.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-08-30,867.692,868.22,106974191.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-09-06,864.966,861.53,148202486.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-09-13,863.1139999999999,864.948,120615649.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-09-20,867.494,867.394,148644062.2,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-09-27,846.006,842.972,140293884.2,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-10-04,851.5840000000001,854.2220000000001,122095171.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-10-11,864.124,867.0020000000001,119723978.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-10-18,867.158,865.51,142050594.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-10-25,848.97,848.432,118482282.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-11-01,813.39,809.028,177556131.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-11-08,814.894,818.832,206399918.8,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-11-15,843.9119999999999,847.448,293575941.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-11-22,857.2940000000001,859.0719999999999,188551158.0,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-11-29,869.4159999999999,869.942,194844405.6,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-12-06,871.6899999999999,872.1780000000001,221650323.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-12-13,877.558,877.132,219664368.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-12-20,879.436,879.8399999999999,230216595.4,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2020-12-27,877.2533333333334,877.7733333333332,218359684.66666666,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2021-01-03,886.64,886.1566666666668,162805636.66666666,3890000000000.0,4000000000000.0,83328988.0,0.875506397
Germany,2021-01-10,900.0619999999999,900.994,277327281.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-01-17,919.47,919.308,229766128.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-01-24,923.8720000000001,923.668,217975921.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-01-31,917.8399999999999,917.278,329317695.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-02-07,925.686,926.976,253804293.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-02-14,941.8340000000001,941.9119999999999,210381986.8,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-02-21,948.7479999999999,947.518,257994612.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-02-28,932.976,931.3700000000001,279032741.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-03-07,929.992,928.568,237515875.8,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-03-14,937.358,940.824,239985781.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-03-21,951.1020000000001,950.392,260968303.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-03-28,943.626,944.85,214522705.8,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-04-04,953.9675,954.78,189261292.5,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-04-11,964.1775,963.0550000000001,187471181.25,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-04-18,963.8700000000001,964.182,178968135.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-04-25,962.558,960.9399999999999,170388726.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-05-02,967.406,966.46,182060491.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-05-09,965.75,964.0959999999999,205505768.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-05-16,955.926,955.6020000000001,211286124.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-05-23,956.016,955.896,207736077.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-05-30,966.165,966.865,208590068.75,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-06-06,975.7700000000001,975.7459999999999,142248286.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-06-13,982.5780000000001,983.132,159608493.8,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-06-20,989.32,987.1899999999999,190366845.8,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-06-27,986.1200000000001,987.132,154754802.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-07-04,994.3039999999999,993.7059999999999,162807226.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-07-11,994.2239999999999,993.292,190962151.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-07-18,991.26,990.36,161609811.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-07-25,976.7299999999999,976.55,169269951.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-08-01,984.644,985.432,143977808.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-08-08,991.2819999999999,991.9219999999999,157556259.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-08-15,1001.302,1001.7720000000002,151673008.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-08-22,994.1780000000001,994.6540000000001,150241416.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-08-29,998.568,999.5360000000001,129596021.8,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-09-05,1005.5559999999999,1005.1020000000001,181083030.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-09-12,1003.5319999999999,1003.0600000000001,208135788.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-09-19,996.3459999999999,993.8799999999999,210084355.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-09-26,984.9280000000001,984.858,210227137.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-10-03,985.802,983.842,208373867.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-10-10,978.2959999999999,978.232,210195184.2,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-10-17,984.302,987.418,214932688.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-10-24,996.2720000000002,997.074,228403019.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-10-31,1001.0459999999999,1002.434,186165369.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-11-07,1013.4280000000001,1014.384,212213610.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-11-14,1022.1439999999999,1023.326,185278680.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-11-21,1029.3700000000001,1028.044,195622929.4,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-11-28,1016.8340000000001,1014.204,245643266.8,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-12-05,993.936,992.844,286148521.6,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-12-12,1012.9619999999999,1013.95,200048694.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-12-19,1018.7719999999999,1015.29,233054687.0,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2021-12-26,1019.9275,1022.2175,191606297.25,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Germany,2022-01-02,1037.8000000000002,1038.58,155824184.25,4260000000000.0,4410000000000.0,83408554.0,0.845494139
Hungary,2016-02-21,804.0625,808.11,3982188.5,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-02-28,819.5382,822.1360000000001,7765594.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-03-06,824.924,830.824,7097135.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-03-13,834.9416000000001,839.2342000000001,5090422.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-03-20,841.0733333333334,844.5633333333334,6197731.333333333,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-03-27,847.535,850.9475,3839369.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-04-03,851.97475,856.5699999999999,3971821.75,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-04-10,851.0384,853.3620000000001,2686821.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-04-17,849.302,853.9739999999999,2996012.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-04-24,864.8979999999999,866.5518,2125487.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-05-01,869.598,871.756,2496937.6,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-05-08,869.048,870.932,2986540.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-05-15,873.2438,876.6360000000001,2551977.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-05-22,874.2975,876.32475,3230241.5,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-05-29,869.0360000000001,871.604,2068807.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-06-05,872.0902,873.3618,2026837.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-06-12,867.35,868.8639999999999,1826116.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-06-19,853.926,855.89,3081037.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-06-26,851.494,853.9062,3032359.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-07-03,847.3858,849.2281999999999,3072097.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-07-10,849.3582,852.7446,2572008.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-07-17,856.792,858.8280000000001,3424473.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-07-24,862.4598,864.2922000000001,3028092.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-07-31,875.5799999999999,878.892,2964766.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-08-07,895.6659999999999,899.3702000000001,4731366.6,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-08-14,909.32,910.46,3225374.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-08-21,906.8101999999999,910.268,2040467.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-08-28,911.586,915.392,1969134.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-09-04,920.0559999999999,926.6082,2474904.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-09-11,923.2582,925.372,2529070.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-09-18,922.0917999999999,925.6982,2217173.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-09-25,929.93,932.6042,2611029.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-10-02,920.1652,923.9522,2131344.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-10-09,925.9582,929.164,2343323.2,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-10-16,918.6496,921.6899999999999,2314465.6,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-10-23,934.2718000000001,940.406,5213000.6,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-10-30,944.3104,946.1102000000001,6854231.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-11-06,934.123,935.3066666666667,2877673.3333333335,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-11-13,939.1878,940.836,5335386.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-11-20,949.7396000000001,953.6562,4141443.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-11-27,948.8178,954.1838,2344728.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-12-04,949.1744000000001,952.9144,2639379.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-12-11,955.5682,959.8038,2601098.4,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-12-18,962.034,965.0398000000001,3249621.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2016-12-25,957.418,961.3678,2234755.8,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2017-01-01,962.21975,966.195,1697860.0,129000000000.0,125000000000.0,9815104.0,281.5233333
Hungary,2017-01-08,968.0899999999999,971.856,2841572.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-01-15,975.5620000000001,976.958,4553299.6,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-01-22,977.9997999999999,981.0880000000001,2345783.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-01-29,973.3464,975.372,2431448.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-02-05,984.3742,987.8279999999999,2351284.2,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-02-12,994.8340000000001,997.568,2363214.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-02-19,1001.1302,1002.0600000000001,2752520.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-02-26,1001.7459999999999,999.092,5530560.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-03-05,1004.8578,1013.646,5575204.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-03-12,1072.266,1078.33,6406622.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-03-19,1068.865,1064.8725,5741059.25,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-03-26,1047.476,1048.048,4308137.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-04-02,1058.748,1060.8719999999998,2933615.4,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-04-09,1063.3880000000001,1066.622,3434830.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-04-16,1085.71,1087.5325,3535617.25,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-04-23,1085.4,1084.58,5150573.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-04-30,1085.904,1085.144,4324811.2,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-05-07,1083.045,1080.9575,5640764.75,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-05-14,1080.0939999999998,1081.81,3513478.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-05-21,1079.4479999999999,1079.78,4682993.2,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-05-28,1098.122,1100.646,3977349.4,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-06-04,1117.964,1127.966,7831447.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-06-11,1182.3625,1193.5375,8676533.5,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-06-18,1185.4180000000001,1179.738,8496037.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-06-25,1189.086,1193.368,6600310.4,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-07-02,1209.524,1213.358,8327383.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-07-09,1231.19,1237.664,12447511.6,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-07-16,1299.672,1309.04,16546410.4,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-07-23,1319.282,1320.824,7682399.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-07-30,1309.8600000000001,1311.726,7361834.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-08-06,1334.696,1341.404,4266342.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-08-13,1382.33,1393.8319999999999,5253704.2,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-08-20,1464.232,1478.406,8683521.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-08-27,1496.27,1495.956,9295423.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-09-03,1504.318,1506.626,5136955.4,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-09-10,1509.626,1506.842,5089140.6,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-09-17,1521.342,1526.616,7278973.6,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-09-24,1561.358,1573.406,9351547.4,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-10-01,1537.6399999999999,1538.04,9042303.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-10-08,1533.5059999999999,1539.5620000000001,7370627.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-10-15,1554.23,1556.962,8184243.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-10-22,1586.2620000000002,1595.842,11031739.2,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-10-29,1631.345,1638.73,14398359.25,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-11-05,1660.125,1674.9225,15768409.25,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-11-12,1807.068,1818.462,18552182.6,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-11-19,1865.1560000000002,1873.9900000000002,11621925.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-11-26,1945.6779999999999,1962.64,11100187.2,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-12-03,1970.804,1960.6799999999998,7579129.2,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-12-10,1959.966,1961.534,7746875.8,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-12-17,1981.792,1989.034,10658665.0,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-12-24,2003.648,1998.6,5151908.4,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2017-12-31,1975.9366666666665,1979.7233333333334,3926036.6666666665,143000000000.0,137000000000.0,9788941.0,274.4333333
Hungary,2018-01-07,2036.625,2059.085,4823475.5,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-01-14,2132.172,2152.938,20747189.6,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-01-21,2135.58,2129.326,8465480.6,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-01-28,2158.704,2163.04,10366368.2,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-02-04,2130.5559999999996,2127.616,7203660.4,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-02-11,2118.834,2110.25,6537174.4,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-02-18,2085.07,2079.484,6056490.6,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-02-25,2071.6220000000003,2073.3239999999996,4974712.4,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-03-04,2085.058,2077.6079999999997,6508853.0,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-03-11,2026.9,2024.3220000000001,8082136.2,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-03-18,2034.04,2025.3966666666665,6554487.333333333,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-03-25,1978.968,1967.736,5895680.4,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-04-01,1952.9975,1952.6725000000001,9650212.75,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-04-08,1968.31,1975.875,5185400.75,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-04-15,2028.464,2042.7599999999998,7798708.2,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-04-22,2077.346,2082.452,4699271.8,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-04-29,2122.216,2127.892,6405332.4,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-05-06,2113.11,2108.536666666667,4571040.666666667,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-05-13,2105.3419999999996,2103.93,5258664.0,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-05-20,2113.034,2114.698,4442585.6,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-05-27,2136.8025,2146.0299999999997,4625126.75,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-06-03,2169.462,2163.716,5907324.8,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-06-10,2174.068,2180.8199999999997,3856032.0,161000000000.0,154000000000.0,9776358.0,270.2116667
Hungary,2018-06-17,2185.7599999999998,2180.42,7970890.8,161000000000.0,154000000000.0,9776358.0,270.2116667
