CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP)
344,"China, Hong Kong SAR",1998,7.745333333,7.745333333,6546057, Hong Kong Dollar ,26304,237825739.0,-2020700637.0,8990353265.0,187000000000.0,119000000000.0,15241435703.0,48983301773.0,51004002410.0,104000000000.0,186000000000.0,8049099371.0,12648122584.0,86187356551.0,162000000000.0,16180195483.0,37677340410.0,172000000000.0,169000000000.0
344,"China, Hong Kong SAR",1999,7.7575,7.7575,6641965, Hong Kong Dollar ,25465,191674029.0,-1367966484.0,8516275425.0,187000000000.0,116000000000.0,15933612633.0,41408056719.0,42776023203.0,99864776023.0,178000000000.0,7413082816.0,12143273477.0,84621316571.0,159000000000.0,16220263667.0,36861956485.0,169000000000.0,166000000000.0
344,"China, Hong Kong SAR",2000,7.791166667,7.791166667,6731195, Hong Kong Dollar ,25708,149913363.0,1848118596.0,8026012364.0,216000000000.0,117000000000.0,16081545340.0,47350418209.0,45502299613.0,101000000000.0,209000000000.0,7880591268.0,12715682290.0,85350118724.0,165000000000.0,18029263910.0,40407298864.0,173000000000.0,172000000000.0
344,"China, Hong Kong SAR",2001,7.79875,7.79875,6801542, Hong Kong Dollar ,25481,151562750.0,-520596249.0,7384516749.0,208000000000.0,118000000000.0,17285590640.0,43183202436.0,43703798686.0,101000000000.0,200000000000.0,6869690656.0,11839461452.0,85154031095.0,163000000000.0,17764641770.0,40550985735.0,173000000000.0,169000000000.0
344,"China, Hong Kong SAR",2002,7.798916667,7.798916667,6848847, Hong Kong Dollar ,24446,146558817.0,725741823.0,6648359281.0,220000000000.0,114000000000.0,17692072617.0,38561253166.0,37835511342.0,96526355156.0,206000000000.0,5869148493.0,11045380234.0,83631230833.0,160000000000.0,18350625621.0,40428435573.0,167000000000.0,166000000000.0
344,"China, Hong Kong SAR",2003,7.78675,7.78675,6886457, Hong Kong Dollar ,24036,121360003.0,1170064533.0,5809484059.0,243000000000.0,111000000000.0,17741291296.0,36117507304.0,34947442771.0,92845025203.0,229000000000.0,5011333355.0,10100876489.0,82925482390.0,158000000000.0,18032041609.0,40593572415.0,166000000000.0,161000000000.0
344,"China, Hong Kong SAR",2004,7.788,7.788,6915998, Hong Kong Dollar ,24970,123651772.0,908577298.0,5238443760.0,284000000000.0,117000000000.0,17508217771.0,37806368772.0,36897791474.0,99055341551.0,269000000000.0,5067796610.0,10272984078.0,84378659476.0,165000000000.0,19447996918.0,45577298408.0,173000000000.0,169000000000.0
344,"China, Hong Kong SAR",2005,7.777333333,7.777333333,6936874, Hong Kong Dollar ,26313,122535573.0,-612163552.0,5015858049.0,322000000000.0,121000000000.0,16788016458.0,38238170753.0,38850334305.0,104000000000.0,300000000000.0,5097634151.0,10340690897.0,89894179667.0,177000000000.0,20733841934.0,51074832848.0,183000000000.0,182000000000.0
344,"China, Hong Kong SAR",2006,7.767833333,7.767833333,6960595, Hong Kong Dollar ,28461,121913017.0,-274079001.0,5049928122.0,358000000000.0,129000000000.0,16972171562.0,43129658635.0,43403737636.0,112000000000.0,337000000000.0,5108889223.0,10424914712.0,100000000000.0,190000000000.0,21272984745.0,52687536207.0,198000000000.0,194000000000.0
344,"China, Hong Kong SAR",2007,7.801416667,7.801416667,7001456, Hong Kong Dollar ,31189,130104575.0,1645983101.0,5209694820.0,394000000000.0,144000000000.0,17813046776.0,45273443926.0,43627460824.0,126000000000.0,372000000000.0,4148605488.0,9371631221.0,114000000000.0,206000000000.0,21972034994.0,54899772477.0,218000000000.0,212000000000.0
344,"China, Hong Kong SAR",2008,7.786833333,7.786833333,7050677, Hong Kong Dollar ,32931,118790266.0,1089017786.0,6216005651.0,424000000000.0,151000000000.0,19008625672.0,46138909698.0,45049891912.0,132000000000.0,402000000000.0,4046060658.0,9138117763.0,115000000000.0,208000000000.0,18944414717.0,58149440295.0,232000000000.0,219000000000.0
344,"China, Hong Kong SAR",2009,7.75175,7.75175,7094595, Hong Kong Dollar ,31075,140613410.0,2959460767.0,6484213242.0,381000000000.0,150000000000.0,19674525107.0,46762730996.0,43803270229.0,131000000000.0,364000000000.0,3704195827.0,8223433418.0,116000000000.0,204000000000.0,18976489180.0,54054245815.0,220000000000.0,214000000000.0
344,"China, Hong Kong SAR",2010,7.769166667,7.769166667,7132438, Hong Kong Dollar ,32735,122020809.0,4829604205.0,7276327362.0,469000000000.0,161000000000.0,20255840395.0,54622846723.0,49793242519.0,140000000000.0,456000000000.0,3914190711.0,8353019414.0,123000000000.0,224000000000.0,24837284136.0,60460281025.0,233000000000.0,229000000000.0
344,"China, Hong Kong SAR",2011,7.784,7.784,7175364, Hong Kong Dollar ,35580,121274409.0,1508093525.0,8412641316.0,529000000000.0,179000000000.0,21649152107.0,59999100719.0,58491007194.0,157000000000.0,519000000000.0,3928314491.0,8280447071.0,132000000000.0,244000000000.0,23507965057.0,71855215827.0,255000000000.0,249000000000.0
344,"China, Hong Kong SAR",2012,7.756416667,7.756416667,7234060, Hong Kong Dollar ,36829,143623022.0,-472125230.0,9468934323.0,567000000000.0,193000000000.0,23891186867.0,66235353525.0,66707478754.0,170000000000.0,564000000000.0,3945120707.0,8506763218.0,141000000000.0,260000000000.0,24686012656.0,75238479968.0,266000000000.0,263000000000.0
344,"China, Hong Kong SAR",2013,7.756,7.756,7296827, Hong Kong Dollar ,38499,157942238.0,-215703971.0,10738525013.0,611000000000.0,208000000000.0,25602372357.0,66251031460.0,66466735431.0,182000000000.0,609000000000.0,3888086643.0,8416064982.0,148000000000.0,271000000000.0,25994069108.0,77250386797.0,281000000000.0,276000000000.0
344,"China, Hong Kong SAR",2014,7.754083333,7.754083333,7352183, Hong Kong Dollar ,40460,192930606.0,963750282.0,12407011360.0,621000000000.0,221000000000.0,27626218444.0,69432965427.0,68469215145.0,194000000000.0,620000000000.0,3596169760.0,8191941880.0,157000000000.0,284000000000.0,27781362508.0,78702533074.0,297000000000.0,291000000000.0
344,"China, Hong Kong SAR",2015,7.75175,7.75175,7399838, Hong Kong Dollar ,42583,210275099.0,-2654884381.0,13919695553.0,606000000000.0,235000000000.0,29833650466.0,66646241171.0,69301125552.0,206000000000.0,599000000000.0,3446447576.0,7916792982.0,170000000000.0,300000000000.0,29785016287.0,78170219628.0,315000000000.0,309000000000.0
344,"China, Hong Kong SAR",2016,7.76225,7.76225,7435927, Hong Kong Dollar ,44234,244516732.0,57586396.0,16094817869.0,600000000000.0,245000000000.0,31946020806.0,69008728139.0,68951141744.0,213000000000.0,593000000000.0,3458275629.0,7891783954.0,179000000000.0,311000000000.0,30139456987.0,77968114915.0,329000000000.0,321000000000.0
344,"China, Hong Kong SAR",2017,7.79325,7.79325,7461519, Hong Kong Dollar ,47725,222756873.0,1408013345.0,16644403811.0,645000000000.0,263000000000.0,33547877971.0,75315176595.0,73907163250.0,229000000000.0,641000000000.0,3502903153.0,7991146184.0,191000000000.0,327000000000.0,30827960094.0,81114169313.0,356000000000.0,341000000000.0
344,"China, Hong Kong SAR",2018,7.8385,7.8385,7481555, Hong Kong Dollar ,50649,224787906.0,1429355106.0,15369394655.0,681000000000.0,283000000000.0,35902277221.0,79561523251.0,78132168144.0,247000000000.0,682000000000.0,3517382152.0,8066721949.0,204000000000.0,345000000000.0,31879696370.0,85045353065.0,379000000000.0,362000000000.0
344,"China, Hong Kong SAR",2019,7.835916667,7.835916667,7496122, Hong Kong Dollar ,50879,262509173.0,-391402835.0,14612074741.0,645000000000.0,291000000000.0,39489572588.0,66043070902.0,66434473737.0,252000000000.0,639000000000.0,3747615148.0,8097201987.0,217000000000.0,350000000000.0,31538237390.0,77753506822.0,381000000000.0,363000000000.0
344,"China, Hong Kong SAR",2020,7.75725,7.75725,7500958, Hong Kong Dollar ,48667,341358084.0,6704437784.0,13440587837.0,608000000000.0,273000000000.0,43949982275.0,65213187663.0,58508749879.0,229000000000.0,601000000000.0,3290470205.0,7844274711.0,216000000000.0,330000000000.0,26776241580.0,65510329047.0,365000000000.0,345000000000.0
344,"China, Hong Kong SAR",2021,7.77325,7.77325,7494578, Hong Kong Dollar ,52777,333828081.0,675650468.0,13616501001.0,751000000000.0,286000000000.0,46264432509.0,65018106969.0,64342456501.0,240000000000.0,734000000000.0,3492804416.0,8246838048.0,225000000000.0,350000000000.0,28539900665.0,74884138628.0,396000000000.0,369000000000.0
348,Hungary,1970,60.0,60.0,10315366, Forint ,613,997312758.0,-207691296.0,486628278.0,1508314262.0,4273331726.0,1188694301.0,2146729756.0,2354421053.0,3084637424.0,1546546565.0,1501450448.0,2123523788.0,1254069998.0,5882136627.0,538504574.0,482097230.0,6318590468.0,6388906324.0
348,Hungary,1971,59.82161667,59.82161667,10345364, Forint ,665,1141283291.0,-44793965.0,531404856.0,1636075410.0,4651787028.0,1311910120.0,2619379817.0,2664173782.0,3339876908.0,1881064368.0,1639279002.0,2318297653.0,1375847368.0,6486688611.0,590800297.0,529055147.0,6878331844.0,6953258638.0
348,Hungary,1972,55.26,55.26,10376617, Forint ,778,1263919006.0,-389412022.0,626977663.0,2180042853.0,5305291064.0,1450050161.0,2589255659.0,2978667681.0,3855240903.0,2001903575.0,1934379367.0,2735428632.0,1620866963.0,7566490445.0,695974626.0,623323554.0,8075855053.0,8155392660.0
348,Hungary,1973,48.966225,48.966225,10410508, Forint ,961,1659476530.0,-548127739.0,793778507.0,3021942397.0,6421664296.0,1716244927.0,2995024810.0,3543152549.0,4705419369.0,2533330848.0,2449759338.0,3465466846.0,1991360457.0,9530273420.0,855138083.0,765052997.0,10000141379.0,10099274415.0
348,Hungary,1974,46.7524,46.7524,10457947, Forint ,1046,1790544055.0,-236304515.0,932461992.0,3608258946.0,7410116806.0,2079179732.0,3958150830.0,4194455346.0,5330937073.0,3801197713.0,2874747496.0,4064682215.0,2324558661.0,11005042339.0,998204319.0,894591098.0,10940084961.0,11069182856.0
348,Hungary,1975,43.97138333,43.97138333,10520237, Forint ,1181,1934882914.0,-388056594.0,1085169219.0,4074609642.0,8551213040.0,2374243247.0,4769495934.0,5157552528.0,6176969793.0,4577505133.0,3349451648.0,4735433286.0,2641782610.0,12547594128.0,1134148363.0,1016177736.0,12424881166.0,12622019527.0
348,Hungary,1976,41.57526667,41.57526667,10578508, Forint ,1371,2216648314.0,-452549810.0,1201077572.0,4417307751.0,9693416601.0,2682338757.0,5247037435.0,5699587245.0,7011077843.0,4643405337.0,3710216742.0,5254138005.0,2972386099.0,14059620881.0,1276769432.0,1138601459.0,14501775046.0,14626534131.0
348,Hungary,1977,40.96075,40.96075,10627916, Forint ,1518,2504108354.0,-722458070.0,1353694282.0,5256648729.0,10694427305.0,2981743203.0,6076529625.0,6798987695.0,7712684103.0,5552247683.0,4160318209.0,5873798339.0,3332670353.0,15784439634.0,1431030716.0,1289137591.0,16136540504.0,16335178700.0
348,Hungary,1978,37.91135,37.91135,10664862, Forint ,1762,2764704116.0,-86127648.0,1569664471.0,5757225585.0,12626278482.0,3682658861.0,7880301530.0,7966429178.0,8943619622.0,6777938699.0,4861920864.0,6871813545.0,3946681268.0,18361876717.0,1693115064.0,1515898252.0,18791814791.0,19096959625.0
348,Hungary,1979,35.578,35.578,10692715, Forint ,2021,2972292257.0,-1240372289.0,1792252656.0,7126436790.0,14861730941.0,4259932269.0,7502707749.0,8743080037.0,10601798672.0,7321096870.0,5549964035.0,7898490124.0,4462747555.0,20734012797.0,1920039199.0,1688191006.0,21610461152.0,22049261780.0
348,Hungary,1980,32.53228333,32.53228333,10698679, Forint ,2340,3750760936.0,-1172698655.0,1816990881.0,7754037809.0,17721542979.0,5021170699.0,7819847581.0,8992546236.0,12700372280.0,7791087131.0,5500451642.0,7695936784.0,4770290322.0,21979619898.0,2046187829.0,1899453146.0,25036410810.0,25483141828.0
348,Hungary,1981,34.31429167,34.31429167,10680620, Forint ,2358,3966535490.0,-730902647.0,1790998821.0,8038578383.0,18158501006.0,5197434015.0,7751704789.0,8482607436.0,12961066991.0,7858696365.0,5680934294.0,8055452602.0,4962217353.0,22763794235.0,2122900828.0,1865689140.0,25181421356.0,26132691670.0
348,Hungary,1982,36.63055,36.63055,10655624, Forint ,2379,4099820771.0,-636372678.0,1813081632.0,7862249297.0,18313426116.0,5289943645.0,7589993621.0,8226366300.0,13023482472.0,7328756732.0,5610098408.0,8152226129.0,5040955821.0,23113397077.0,2187368365.0,1819944358.0,25345130475.0,26613373060.0
348,Hungary,1983,42.67115,42.67115,10620934, Forint ,2192,3624509367.0,-872710039.0,1695652574.0,7565184275.0,16843597650.0,4870017421.0,6390218609.0,7262928648.0,11973580229.0,6861118285.0,5016376842.0,7368457700.0,4668346826.0,20976377386.0,1904248313.0,1715162606.0,23278842963.0,24152666924.0
348,Hungary,1984,48.04220833,48.04220833,10580906, Forint ,2121,3497527233.0,-581871365.0,1636629077.0,7487779036.0,16205561851.0,4620255264.0,6025698810.0,6607570175.0,11585306586.0,6582052172.0,4975603570.0,7086234842.0,4634134234.0,20334042140.0,1756499885.0,1723016869.0,22439719436.0,23417035737.0
348,Hungary,1985,50.1194,50.1194,10542754, Forint ,2155,3363065629.0,-595486240.0,1631224712.0,7788466370.0,16837013307.0,4870138480.0,5928476165.0,6523962404.0,11966874827.0,7052269904.0,5106276570.0,7252830466.0,5138958718.0,20990791609.0,1764396021.0,1840316064.0,22716010402.0,23712895485.0
348,Hungary,1986,45.83215,45.83215,10505772, Forint ,2491,4028619133.0,-683095391.0,1904808787.0,8427294588.0,19826473157.0,5795965378.0,7343923290.0,8027018681.0,14030507779.0,8311114826.0,5645394807.0,8204999929.0,6233048543.0,24758578836.0,2140900833.0,2246201610.0,26174949602.0,27314387215.0
348,Hungary,1987,46.97054167,46.97054167,10469192, Forint ,2755,4074229273.0,-1086324807.0,2170912120.0,8848105453.0,21556178626.0,6164560509.0,8016453825.0,9102778632.0,15391618118.0,8532455387.0,6177536901.0,8925101456.0,6677856164.0,26735483608.0,2287015473.0,2600369122.0,28839070781.0,30019919943.0
348,Hungary,1988,50.41320833,50.41320833,10434265, Forint ,2963,4201880783.0,-72004530.0,2122268460.0,9415581530.0,22517853258.0,6966670356.0,8186603717.0,8258608247.0,15551182901.0,8312056923.0,6096322270.0,8889198943.0,8317072636.0,28193709060.0,2283048254.0,2380239983.0,30917118355.0,32146934198.0
348,Hungary,1989,59.06634167,59.06634167,10397173, Forint ,2985,4032709075.0,329564239.0,2042886594.0,9406836008.0,22374943492.0,6732510199.0,8777313367.0,8447749128.0,15642433293.0,8128992028.0,6616187155.0,9005604237.0,8854254745.0,28861741344.0,2390710612.0,2535576083.0,31030704070.0,32588183005.0
348,Hungary,1990,63.20586667,63.20586667,10375989, Forint ,3427,4173472410.0,1009003446.0,2075228435.0,9213362310.0,26053075619.0,7936028728.0,9497552122.0,8488548676.0,18117046891.0,8037228310.0,6484752911.0,9170747116.0,10284400335.0,32241246377.0,2577735078.0,3959663004.0,35555628737.0,37192704193.0
348,Hungary,1991,74.73538333,74.73538333,10374747, Forint ,3150,3115600502.0,-622283330.0,1706011087.0,9997859307.0,27752431492.0,8660281107.0,7279972870.0,7902256200.0,19092150385.0,10284666140.0,6237422863.0,8560494272.0,10675857801.0,31015120948.0,2815453187.0,4141704099.0,32681277525.0,34753391432.0
348,Hungary,1992,78.98839167,78.98839167,10370060, Forint ,3537,2868400880.0,-1983365505.0,2011379090.0,10695314728.0,32347399927.0,9973514407.0,6376901484.0,8360266990.0,22373885520.0,10777422055.0,6962285586.0,8713433156.0,13209578842.0,33679232453.0,3112309479.0,3764131007.0,36676214401.0,38730540974.0
348,Hungary,1993,91.93318333,91.93318333,10357421, Forint ,3782,2674984927.0,-29991149.0,1879764995.0,9305775363.0,35126646733.0,11125602541.0,8200316758.0,8230307907.0,24001044192.0,12185774449.0,7062898550.0,8601042977.0,14505697640.0,34634327828.0,3019975251.0,3952862038.0,39175561707.0,40125360677.0
348,Hungary,1994,105.1604583,105.1604583,10342434, Forint ,4057,2975938720.0,372828951.0,1977728803.0,10960607164.0,36094725849.0,10992163856.0,9806860082.0,9434031131.0,25102561993.0,13402394744.0,7608176240.0,9046070603.0,16513223063.0,37781378000.0,3181615462.0,4086801349.0,41957846374.0,43150769058.0
348,Hungary,1995,125.681425,125.681425,10327169, Forint ,4303,3333388367.0,587724081.0,1960751161.0,18198624021.0,35693540235.0,10620336299.0,10748764187.0,10161040106.0,25073203936.0,18202220416.0,8446721542.0,10023008571.0,15972081793.0,39327386684.0,3833987401.0,4204169391.0,44440596381.0,46438708027.0
348,Hungary,1996,152.6466667,152.6466667,10308267, Forint ,4322,3388583657.0,851797179.0,1825529545.0,19541992401.0,34862307289.0,10093826702.0,11575588505.0,10723791326.0,24768480587.0,19321122855.0,8430770407.0,10031447351.0,16223367690.0,39805900336.0,3895715596.0,4441256496.0,44550222009.0,46658765340.0
348,Hungary,1997,186.7891667,186.7891667,10286220, Forint ,4318,2990248364.0,1388683319.0,1979065524.0,22657807599.0,34411454983.0,10053141911.0,12430453229.0,11041769910.0,24358313071.0,22202754442.0,9333994209.0,11164908743.0,15710349012.0,40847368914.0,4275665523.0,4727131748.0,44414569234.0,47296961369.0
348,Hungary,1998,214.4016667,214.4016667,10260967, Forint ,4452,2940187032.0,2177459752.0,2036938457.0,25780597166.0,35484929377.0,10187397486.0,13986332507.0,11808872754.0,25297531891.0,26545064171.0,9731430881.0,11647446770.0,15980897226.0,42021954120.0,4456080099.0,4960404537.0,45684775740.0,48706794879.0
348,Hungary,1999,237.1458333,237.1458333,10230256, Forint ,4486,2606004041.0,979717825.0,2091489414.0,27306218747.0,37086871299.0,10431652816.0,13330358605.0,12350640780.0,26655218484.0,28650075376.0,9489734516.0,11412399543.0,16485189493.0,42102164983.0,4751658438.0,4755424053.0,45891057191.0,49073373276.0
348,Hungary,2000,282.1791667,282.1791667,10202055, Forint ,4359,2329973569.0,1160684553.0,2042996323.0,31569233495.0,35709358416.0,10009023818.0,13251800422.0,12091115869.0,25700334598.0,33311980863.0,9022051593.0,10728899783.0,16039164243.0,40250164937.0,4336507243.0,4772623776.0,44475809991.0,47218411470.0
348,Hungary,2001,286.49,286.49,10177955, Forint ,4974,2641460435.0,683699257.0,2512419282.0,34871248560.0,40341816468.0,11332147719.0,14101301965.0,13417602709.0,29009668749.0,35564846941.0,10306317847.0,12074033998.0,18629850955.0,46451380502.0,4916845265.0,5676770568.0,50629990576.0,53749520053.0
348,Hungary,2002,257.8866667,257.8866667,10148401, Forint ,6283,2880416462.0,528022646.0,3393277409.0,39302218029.0,51677429362.0,14780977432.0,17308626528.0,16780603883.0,36896451930.0,40685480702.0,12545499315.0,14729020500.0,24094270093.0,58686589716.0,6191638446.0,7397966807.0,63758965179.0,67602793217.0
348,Hungary,2003,224.3066667,224.3066667,10118062, Forint ,7957,3327716519.0,749861796.0,3983550794.0,48053319860.0,67654953040.0,19627463889.0,20990900850.0,20241039054.0,48027489152.0,51414098258.0,15844660584.0,18522365214.0,31003532366.0,73302934970.0,7620397670.0,8845372407.0,80511637342.0,85285075492.0
348,Hungary,2004,202.7458333,202.7458333,10094493, Forint ,9684,4531762675.0,3368794262.0,4757789515.0,62016702357.0,80107239360.0,22929344212.0,28513444173.0,25144649911.0,57177895148.0,66516582749.0,19735981422.0,23199283175.0,36589531228.0,89132480322.0,9158950246.0,10895163485.0,97759222343.0,104000000000.0
348,Hungary,2005,199.5825,199.5825,10073525, Forint ,10534,4213024689.0,2302616712.0,5604800020.0,70774176093.0,86958696278.0,25045261984.0,29402788321.0,27100171608.0,61913434294.0,73924502399.0,21527563789.0,25168003207.0,40562399008.0,97570077537.0,10119223880.0,11902626733.0,106000000000.0,113000000000.0
348,Hungary,2006,210.39,210.39,10057063, Forint ,10794,4091254337.0,3055002614.0,5354831503.0,85375664243.0,87040329864.0,25447107752.0,30350225771.0,27295223157.0,61593222111.0,87050601264.0,22785697989.0,26110390228.0,41772037644.0,100000000000.0,10642483008.0,12512928371.0,109000000000.0,116000000000.0
348,Hungary,2007,183.6258333,183.6258333,10041172, Forint ,12903,4887689187.0,1447448843.0,5919700841.0,109000000000.0,105000000000.0,29128434180.0,34797424110.0,33349975267.0,76063338946.0,109000000000.0,26713458074.0,31512908042.0,49464625075.0,121000000000.0,13469112461.0,15330103335.0,130000000000.0,140000000000.0
348,Hungary,2008,172.1133333,172.1133333,10023510, Forint ,14756,5466932641.0,2543039470.0,6628028044.0,125000000000.0,119000000000.0,33840562420.0,39684031839.0,37140992369.0,84743138242.0,125000000000.0,28917091451.0,34158335593.0,56741060154.0,136000000000.0,14885424333.0,17764381996.0,148000000000.0,158000000000.0
348,Hungary,2009,202.3416667,202.3416667,10008579, Forint ,12526,4006060706.0,-2222863968.0,5389236028.0,97285192537.0,98947791277.0,28860536222.0,27601418393.0,29824282361.0,70087255055.0,92765124995.0,22452454182.0,27495192126.0,48565711462.0,111000000000.0,12676608047.0,13303181912.0,125000000000.0,131000000000.0
348,Hungary,2010,207.9441667,207.9441667,9986825, Forint ,12612,4010422670.0,1322845475.0,4647362874.0,107000000000.0,97896975550.0,28286044732.0,28000448838.0,26677603363.0,69610930819.0,101000000000.0,23895370953.0,28660698184.0,49087614063.0,112000000000.0,12695215462.0,13105647750.0,126000000000.0,132000000000.0
348,Hungary,2011,201.055,201.055,9953245, Forint ,13570,5670930840.0,1616308970.0,4867538733.0,122000000000.0,104000000000.0,29236283604.0,29515406232.0,27899097262.0,75068339509.0,114000000000.0,26170938300.0,30765795429.0,51411981796.0,121000000000.0,13907766532.0,14164626595.0,135000000000.0,142000000000.0
348,Hungary,2012,225.1041667,225.1041667,9922127, Forint ,12433,5012279500.0,1167055252.0,4166577696.0,111000000000.0,94973639611.0,25706156779.0,25969914669.0,24802859417.0,69267482832.0,103000000000.0,23795228135.0,28060435724.0,45856841092.0,108000000000.0,12529683665.0,12810269320.0,123000000000.0,129000000000.0
348,Hungary,2013,223.695,223.695,9894639, Forint ,13314,5314870694.0,964599119.0,4619334362.0,116000000000.0,97563284830.0,26761027292.0,29334745971.0,28370146852.0,70802257538.0,107000000000.0,25392141085.0,29368336351.0,47839173875.0,115000000000.0,13499689309.0,13943762713.0,132000000000.0,136000000000.0
348,Hungary,2014,232.6016667,232.6016667,9867901, Forint ,13647,5551151110.0,2704069188.0,4973833664.0,123000000000.0,98853659690.0,28198998287.0,33926407807.0,31222338619.0,70654661403.0,115000000000.0,27414481123.0,31258520647.0,48689191106.0,119000000000.0,13936245799.0,14759219266.0,135000000000.0,141000000000.0
348,Hungary,2015,279.3325,279.3325,9844246, Forint ,12107,4743554724.0,1512273008.0,4426502466.0,110000000000.0,86063791360.0,24676695336.0,29431337206.0,27919064198.0,61387096024.0,99881467427.0,25304316540.0,28598487466.0,42948736721.0,105000000000.0,11950388873.0,12797196889.0,119000000000.0,125000000000.0
348,Hungary,2016,281.5233333,281.5233333,9815104, Forint ,12750,5003095066.0,2457465929.0,3882502338.0,111000000000.0,90085893413.0,25671943119.0,27713567851.0,25256101922.0,64413950294.0,100000000000.0,25214890418.0,28903344897.0,45896007436.0,109000000000.0,12509865375.0,12905772168.0,125000000000.0,129000000000.0
348,Hungary,2017,274.4333333,274.4333333,9788941, Forint ,14028,5372714685.0,1111475768.0,5143117940.0,123000000000.0,101000000000.0,28898388194.0,33063567351.0,31952091583.0,71689647759.0,114000000000.0,27372338151.0,30877765092.0,51863998542.0,121000000000.0,13438874043.0,14677273169.0,137000000000.0,143000000000.0
348,Hungary,2018,270.2116667,270.2116667,9776358, Forint ,15780,5597915215.0,3082054192.0,6867061008.0,134000000000.0,111000000000.0,31616325473.0,43048511352.0,39966457160.0,79075560517.0,128000000000.0,29710001419.0,33409530800.0,57960369340.0,136000000000.0,14890855934.0,16878671659.0,154000000000.0,161000000000.0
348,Hungary,2019,290.66,290.66,9771796, Forint ,16339,5465870777.0,2015337508.0,7932704879.0,134000000000.0,114000000000.0,32907166449.0,46575892796.0,44560555288.0,80719717195.0,130000000000.0,28593841602.0,32600237391.0,60173849171.0,139000000000.0,15266868506.0,17065210211.0,160000000000.0,164000000000.0
348,Hungary,2020,307.9966667,307.9966667,9750573, Forint ,15738,5330797952.0,967085142.0,7557822054.0,124000000000.0,111000000000.0,33492800788.0,42837372699.0,41870287557.0,77820137664.0,121000000000.0,27226044654.0,30789177372.0,58454061191.0,133000000000.0,14504517365.0,16029043604.0,153000000000.0,157000000000.0
348,Hungary,2021,303.1408333,303.1408333,9709786, Forint ,18139,6100253732.0,5774553632.0,9415333357.0,148000000000.0,126000000000.0,37981128683.0,55456580412.0,49682026781.0,87860430108.0,148000000000.0,30826859903.0,34686402635.0,68164277880.0,154000000000.0,16440055090.0,19070782832.0,176000000000.0,182000000000.0
392,Japan,1970,360.0000004,360.0000004,105416839, Yen ,2015,11772096650.0,7112689058.0,14251215731.0,22026785819.0,123000000000.0,23632552790.0,87370670739.0,80257981681.0,98881949459.0,19572635761.0,74229578046.0,80829448615.0,50148209098.0,209000000000.0,18489560753.0,33816870788.0,212000000000.0,213000000000.0
392,Japan,1971,350.6776935,350.6776935,106789355, Yen ,2248,11507987019.0,2996736413.0,16899846429.0,26966714225.0,143000000000.0,28557230151.0,90431127311.0,87434390898.0,114000000000.0,20867004498.0,82055841752.0,89301211872.0,60259410124.0,236000000000.0,20537407503.0,37363222703.0,240000000000.0,240000000000.0
392,Japan,1972,303.1725,303.1725,108220404, Yen ,2942,15728830963.0,3639781530.0,23249798158.0,32270972031.0,192000000000.0,38769632578.0,119000000000.0,115000000000.0,153000000000.0,25436329223.0,107000000000.0,115000000000.0,83397695408.0,313000000000.0,25438598239.0,49906143053.0,318000000000.0,318000000000.0
392,Japan,1973,271.7016667,271.7016667,109679470, Yen ,3944,23198982954.0,6077760327.0,32930112977.0,41576289386.0,260000000000.0,53589739617.0,173000000000.0,167000000000.0,206000000000.0,41807602702.0,147000000000.0,158000000000.0,112000000000.0,429000000000.0,33848836021.0,68523768248.0,433000000000.0,432000000000.0
392,Japan,1974,292.0825,292.0825,111100023, Yen ,4314,24266140559.0,11135620221.0,36429513868.0,62536307378.0,297000000000.0,65355331880.0,188000000000.0,177000000000.0,232000000000.0,66503972919.0,156000000000.0,168000000000.0,126000000000.0,472000000000.0,36639442739.0,80867130110.0,479000000000.0,480000000000.0
392,Japan,1975,296.7875,296.7875,112411640, Yen ,4639,25902456667.0,96184031.0,43818831064.0,63986133889.0,343000000000.0,78243708239.0,180000000000.0,180000000000.0,265000000000.0,64302596002.0,153000000000.0,167000000000.0,143000000000.0,508000000000.0,42442798545.0,85433490111.0,522000000000.0,522000000000.0
392,Japan,1976,296.5525,296.5525,113624865, Yen ,5159,28243954438.0,2246593401.0,46464424970.0,76182443148.0,386000000000.0,86336014935.0,197000000000.0,194000000000.0,300000000000.0,72270446349.0,174000000000.0,191000000000.0,161000000000.0,573000000000.0,48873704708.0,97827744922.0,586000000000.0,586000000000.0
392,Japan,1977,268.51,268.51,114761516, Yen ,6290,33062840178.0,3097874077.0,54084602834.0,90568192250.0,476000000000.0,106000000000.0,234000000000.0,231000000000.0,370000000000.0,79894824197.0,209000000000.0,231000000000.0,202000000000.0,702000000000.0,63485287254.0,118000000000.0,722000000000.0,721000000000.0
