TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
^_DE,D,2016-02-16,000000,910.87,910.87,906.85,906.85,142662740,0
^_DE,D,2017-01-02,000000,939.06,952.85,939.06,952.85,72086672,0
^_DE,D,2018-01-02,000000,1128.66,1131.11,1128.66,1131.11,147237982,0
^_DE,D,2019-01-02,000000,829.28,835.57,829.28,835.57,129041547,0
^_DE,D,2020-01-02,000000,932.1,944.56,932.1,944.56,138294977,0
^_DE,D,2021-01-04,000000,892.34,892.34,888.02,888.02,257253323,0
^_DE,D,2022-01-03,000000,1042.34,1043.37,1042.34,1043.37,208542366,0
^_DE,D,2023-01-02,000000,809.03,812.72,809.03,812.72,100860081,0
^_DE,D,2024-01-03,000000,857.17,857.17,851.95,851.95,173369744,0
^_DE,D,2025-01-02,000000,914.69,920.53,914.69,920.53,168018554.41322,0
