TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
^_HK,D,2016-02-16,000000,895.34,903.42,895.34,903.42,11675723556,0
^_HK,D,2017-01-03,000000,966.1,966.89,966.1,966.89,8761020546,0
^_HK,D,2018-01-02,000000,1001.37,1007.83,1001.37,1007.83,15170373097,0
^_HK,D,2019-01-02,000000,621.63,621.63,616.53,616.53,8124328039,0
^_HK,D,2020-01-02,000000,547.71,551.5,547.71,551.5,9182978206,0
^_HK,D,2021-01-04,000000,464.11,467.3,464.11,467.3,17539589324,0
^_HK,D,2022-01-03,000000,458.24,459.4,458.24,459.4,7374130606,0
^_HK,D,2023-01-03,000000,343.37,345.59,343.37,345.59,15672848280,0
^_HK,D,2024-01-02,000000,282.19,282.19,281.1,281.1,12593233422,0
^_HK,D,2025-01-02,000000,247.17,247.17,245.6,245.6,15673550969,0
