TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
^_JP,D,2016-02-16,000000,782.87,790.45,782.87,790.45,3246089421,0
^_JP,D,2017-01-04,000000,975.35,986.21,975.35,986.21,2737911117,0
^_JP,D,2018-01-04,000000,1273.79,1279.95,1273.79,1279.95,2050356868,0
^_JP,D,2019-01-04,000000,1045.28,1059.04,1045.28,1059.04,1732487956,0
^_JP,D,2020-01-06,000000,1219.7,1219.7,1218.34,1218.34,1428498823,0
^_JP,D,2021-01-04,000000,1228.6,1228.6,1218.59,1218.59,1500304491,0
^_JP,D,2022-01-04,000000,1230.94,1230.94,1228.75,1228.75,1414585311,0
^_JP,D,2023-01-04,000000,1141.65,1141.65,1130.57,1130.57,1576975975,0
^_JP,D,2024-01-04,000000,1234.3,1249.43,1234.3,1249.43,2117602674,0
^_JP,D,2025-01-06,000000,1201.42,1201.42,1191.84,1191.84,2466111052,0
