<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
MVL.V,D,20220515,000000,0.00634649,0.00634776,0.00634649,0.00634776,31874.102,0
MVL.V,D,20220516,000000,0.00630243,0.00630243,0.00608208,0.00609329,41568.3288683,0
MVL.V,D,20220517,000000,0.00624188,0.01088474,0.00618622,0.00625915,2162363.1556874,0
MVL.V,D,20220518,000000,0.00642448,0.00642512,0.00589292,0.00593485,28697.8115324,0
MVL.V,D,20220519,000000,0.00583182,0.00588352,0.00583182,0.00588352,431752.522786,0
MVL.V,D,20220520,000000,0.00593406,0.00616436,0.00529576,0.0060117,1243405.094214,0
MVL.V,D,20220521,000000,0.00571108,0.00571108,0.00570993,0.00570993,0.5974837,0
MVL.V,D,20220522,000000,0.00652996,0.00663305,0.00652931,0.00663305,26946.23634465,0
MVL.V,D,20220523,000000,0.00683862,0.0069923,0.00629244,0.00652996,14111.9339901,0
MVL.V,D,20220524,000000,0.00642881,0.00642881,0.00601901,0.00601901,185553.7944566,0
MVL.V,D,20220525,000000,0.00735088,0.00735088,0.00622447,0.00622447,20917.95385,0
MVL.V,D,20220526,000000,0.00601901,0.00601901,0.00581411,0.00601901,179990.30331,0
MVL.V,D,20220527,000000,0.00609388,0.00776146,0.00582417,0.0058941,287990.7311121,0
MVL.V,D,20220528,000000,0.00579645,0.00579645,0.00579645,0.00579645,4.503033,0
MVL.V,D,20220529,000000,0.00601844,0.00602612,0.00601844,0.00602612,374.28062,0
MVL.V,D,20220530,000000,0.00612268,0.00618125,0.00612268,0.00618125,4812.0105021,0
MVL.V,D,20220531,000000,0.00641734,0.00647993,0.0062984,0.0062984,2044.797677,0
MVL.V,D,20220601,000000,0.00629777,0.00629777,0.0062392,0.0062392,200.4365997,0
MVL.V,D,20220602,000000,0.0060635,0.00796638,0.0060635,0.00653192,11810.7585054,0
MVL.V,D,20220603,000000,0.00673751,0.00688448,0.00673751,0.00688448,221.6983571,0
MVL.V,D,20220605,000000,0.00641454,0.00641454,0.00641454,0.00641454,0.1528679,0
MVL.V,D,20220606,000000,0.00665996,0.00665996,0.00658341,0.0066012,0.68475626,0
MVL.V,D,20220607,000000,0.00669758,0.00776399,0.00609604,0.00621415,2169049.330627,0
MVL.V,D,20220608,000000,0.00643588,0.00643588,0.00643588,0.00643588,0.1156136,0
MVL.V,D,20220610,000000,0.00655437,0.00655437,0.00590856,0.00590856,328203.509076,0
MVL.V,D,20220611,000000,0.00571015,0.00571015,0.00571015,0.00571015,0.7517966,0
MVL.V,D,20220612,000000,0.00559317,0.00568948,0.00528928,0.00528928,73476.30542,0
MVL.V,D,20220613,000000,0.00519851,0.00519851,0.00415284,0.00415284,101557.183575,0
MVL.V,D,20220614,000000,0.0040941,0.00417679,0.00399416,0.00417679,68454.059669,0
MVL.V,D,20220615,000000,0.00416391,0.00438752,0.00399408,0.00405307,4446535.836071,0
MVL.V,D,20220616,000000,0.00473431,0.00473431,0.00452456,0.00452456,556726.57,0
MVL.V,D,20220617,000000,0.00428728,0.00428728,0.00428728,0.00428728,0,0
MVL.V,D,20220618,000000,0.00456871,0.00456903,0.00436397,0.00436397,800726.3451537,0
MVL.V,D,20220619,000000,0.00437308,0.00437308,0.00423364,0.00426445,8363.4849174,0
MVL.V,D,20220620,000000,0.00440515,0.00440515,0.00440515,0.00440515,0.492641,0
MVL.V,D,20220623,000000,0.00458541,0.00458541,0.00458541,0.00458541,3020.866454,0
MVL.V,D,20220624,000000,0.00472527,0.00472527,0.00472527,0.00472527,9667.064,0
MVL.V,D,20220625,000000,0.00484515,0.00485626,0.00484515,0.00485626,7.460922,0
MVL.V,D,20220627,000000,0.00793751,0.00793751,0.00793751,0.00793751,138.58248,0
MVL.V,D,20220628,000000,0.00477666,0.00477666,0.00379654,0.00470028,19865.914998,0
MVL.V,D,20220629,000000,0.00472703,0.00472703,0.00461483,0.00461483,106923.25939,0
MVL.V,D,20220701,000000,0.00448388,0.00448388,0.00443722,0.00443767,69636.940763,0
MVL.V,D,20220703,000000,0.00477299,0.00477346,0.0045725,0.0045725,36888.870101,0
MVL.V,D,20220704,000000,0.00459011,0.00459011,0.00442839,0.00445718,1257681.723469,0
MVL.V,D,20220706,000000,0.00456497,0.00456497,0.00449475,0.00449475,18530.6186973,0
MVL.V,D,20220708,000000,0.00469306,0.00469718,0.00462591,0.00462591,2229436.1693,0
MVL.V,D,20220709,000000,0.00487264,0.00487264,0.00487264,0.00487264,14.2542153,0
MVL.V,D,20220710,000000,0.00488637,0.00488637,0.00488637,0.00488637,26.3873722,0
MVL.V,D,20220711,000000,0.0046572,0.0046572,0.00460882,0.00460882,1001769.44,0
MVL.V,D,20220712,000000,0.00439612,0.00439612,0.00439612,0.00439612,6445.0895,0
MVL.V,D,20220713,000000,0.00443927,0.005994,0.00433071,0.00433071,4288316.7596371,0
MVL.V,D,20220714,000000,0.00435647,0.0044556,0.00419664,0.0044556,209922.129,0
MVL.V,D,20220715,000000,0.00443605,0.00448331,0.00389766,0.00389766,501703.068,0
